COHORT: GNE_AMP_NIH_UKB_CASE_CONTROL_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 1
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASES_BETA	UKB_CASES_SE	UKB_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
ANGEL2	3.4159081523932353	0.0006356968442059248	1.32646	0.592432	0.0251551	NA	NA	NA	1.38373707704974	0.533887159501172	0.0095470924663894	2.0	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RP11-400G3.5	3.1128996324130664	0.001852590086223532	NA	NA	NA	NA	NA	NA	1.43633195258633	0.461412869734226	0.0018525900862235	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PHKB	-3.0902445441321578	0.001999917588901715	-1.23742	0.731361	0.0906565	-0.902617	0.435521	0.038219	-0.552281175440779	0.347779796438713	0.112281879679084	16.0	5.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SLC17A1	-3.042402310276703	0.002346979837439067	NA	NA	NA	NA	NA	NA	-1.69759772015894	0.557979368614319	0.002346979837439	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF587B	3.0318646066294477	0.002430481939366744	NA	NA	NA	NA	NA	NA	2.31028989661085	0.762002990357548	0.0024304819393667	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SPINK4	2.9538173935838454	0.003138696669075228	NA	NA	NA	NA	NA	NA	0.749688767082974	0.253803355857886	0.0031386966690752	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LY6K	2.9354628482829033	0.0033305049089437312	NA	NA	NA	NA	NA	NA	2.69839708249393	0.919240754170115	0.0033305049089437	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SOAT2	2.906872240201999	0.0036506226415195507	0.647054	0.32986	0.0498089	0.481852	0.618279	0.435777	0.709482890173676	0.309290499961594	0.0217959810802337	6.0	1.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PVRIG	2.9057549112057903	0.0036636829275622372	NA	NA	NA	0.972015	0.431139	0.0241631	2.97869391035038	1.60591218564744	0.0636205233675062	NA	1.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
HAGH	2.833404661999252	0.004605504364298879	0.924631	0.303794	0.00233755	0.554097	0.248642	0.0258478	-0.0873110129311548	0.239533671593027	0.715481589201056	2.0	1.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KIN	2.806766914058083	0.005004143607014746	NA	NA	NA	NA	NA	NA	1.35245640322359	0.481855617026702	0.0050041436070147	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKDD1A	2.7777023811908306	0.005474473615392054	1.92457	0.821911	0.0192026	NA	NA	NA	1.16744561844316	0.73577663689752	0.112584046760054	4.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKRD35	2.691370037296749	0.007115921765606934	NA	NA	NA	0.622617	0.525273	0.23589	0.787903283802311	0.300628770593821	0.0087710527736246	NA	3.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SH2D4A	2.6851183573558424	0.0072504125732739755	0.448841	0.407678	0.270909	0.801479	0.459928	0.0813999	0.560248068493273	0.310013417219882	0.0707352131938215	4.0	2.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FER1L5	2.6816216155770527	0.00732662781441824	NA	NA	NA	NA	NA	NA	1.21105382472761	0.451612493609396	0.0073266278144184	NA	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ALMS1	2.667533882028216	0.007641018426414943	0.748115	0.39877	0.0606473	NA	NA	NA	0.699224279610696	0.368710180327495	0.0579063499404486	19.0	NA	22.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TRAPPC3L	2.6648806721576417	0.007701564539519898	1.24069	1.22787	0.312286	0.48783	0.927199	0.598795	1.93465590208608	0.628311518023376	0.0020760267795094	2.0	3.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PRMT2	2.6617244320344113	0.007774149496645693	NA	NA	NA	NA	NA	NA	2.12671154898114	0.798997643552323	0.0077741494966456	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ADCK2	2.6543794291765503	0.007945442871003934	0.347137	0.286134	0.225055	0.339467	0.216071	0.116161	0.350634395110526	0.193375291755426	0.0697959441316925	7.0	2.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ASPDH	2.650703451132342	0.008032433335630937	NA	NA	NA	NA	NA	NA	2.262857876112	0.853682019822074	0.008032433335631	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
VPS13A	2.6205576990829353	0.008778607343774279	1.54204	0.524342	0.00327248	NA	NA	NA	0.291768139799279	0.381334820329159	0.4441981521126	14.0	NA	28.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
AQP6	2.6129159250390837	0.008977338346068854	NA	NA	NA	NA	NA	NA	0.551258671660413	0.210974515627466	0.008977338346069	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_CONTROL_META; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.001; NUMVAR >= 1
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASES_BETA	UKB_CASES_SE	UKB_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
GBA	5.085232104966352	3.6717676215504974e-07	1.18776	0.263712	6.66843e-06	0.87011	0.352526	0.013579	0.769647136492188	0.419275225865795	0.0664078248262314	35.0	15.0	19.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DSEL	4.443035536942159	8.869850882702234e-06	0.688363	0.223059	0.00202863	0.669373	0.267761	0.0124232	0.401032076443262	0.190093195512048	0.0348876224806451	63.0	22.0	79.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
BOLA1	3.897126499179218	9.734078090354373e-05	1.01812	0.555583	0.0668723	1.00169	0.587393	0.0881355	1.09138563558828	0.339764698226677	0.0013173145056984	9.0	5.0	15.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TAAR6	3.71399574974963	0.00020401222118864495	0.710212	0.342692	0.0382232	0.708631	0.301031	0.0185719	0.532793732632712	0.265551606666569	0.0448172059326547	27.0	13.0	41.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NOP53	3.7096564062867223	0.00020754071322851055	0.588006	0.213796	0.00595379	0.554177	0.222032	0.0125628	NA	NA	NA	49.0	28.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ELN	3.613933591549387	0.0003015863382275386	0.452351	0.233779	0.0529957	0.343713	0.206046	0.0952886	0.46195315067883	0.173900121153146	0.0078973313372441	57.0	30.0	81.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KCNK4	3.556516105778844	0.0003758054510667147	0.642379	0.318684	0.043829	0.783966	0.309685	0.0113577	0.330474219739096	0.204901076906343	0.106777611578367	30.0	14.0	48.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DLEU7-AS1	3.5555681282526033	0.00037716319182312815	1.04158	0.396452	0.00860807	0.911536	0.379636	0.0163467	NA	NA	NA	17.0	7.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
C11orf63	3.554628543098328	0.0003785134359892994	NA	NA	NA	NA	NA	NA	0.678364400041665	0.190839743679766	0.0003785134359892	NA	NA	78.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DLEU7	3.5470247597787443	0.00038960797344134054	1.04158	0.396452	0.00860807	0.911536	0.379636	0.0163467	0.407973799887206	0.365799190463023	0.264724271213436	17.0	7.0	17.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NOCT	3.4280373349815645	0.0006079618434949223	0.492765	0.351384	0.16081	0.511152	0.292447	0.0804903	0.987299568193758	0.354209122435547	0.0053143470946627	18.0	8.0	26.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
EP400	3.4190181798774764	0.0006284752730006124	0.311026	0.142761	0.0293584	0.276941	0.153597	0.0713829	0.206337181215966	0.106346848506667	0.052351932226404	200.0	63.0	306.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PSG7	3.4099358375120405	0.0006497816425475562	0.569415	0.231942	0.0140891	0.548395	0.231547	0.0178656	0.176468150258494	0.162974313128223	0.278898393269631	53.0	24.0	91.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ALKBH6	3.4048250428899736	0.0006620645620284488	0.594249	0.371426	0.109618	0.919734	0.535683	0.0859909	1.25008792256202	0.484439949149861	0.0098662880839102	14.0	6.0	15.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KIF9	3.383909428162333	0.0007146157252216105	1.01942	0.218698	3.14219e-06	0.148892	0.235496	0.527224	0.102669821526843	0.18090299452327	0.570346847688333	55.0	26.0	93.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CFAP52	-3.375222339195325	0.0007375607656719398	-0.352038	0.407327	0.387442	-0.852688	0.351345	0.0152275	-0.679282920704885	0.265877931573182	0.010622818696429	33.0	13.0	66.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ERCC8	-3.368206247465187	0.0007565897419375873	-1.32354	0.727548	0.0688837	-0.71769	0.393815	0.0683936	-0.66120240221282	0.301599197632898	0.0283563011297112	29.0	10.0	38.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PARM1	3.362807547998562	0.0007715413104689188	0.818347	0.335631	0.0147592	0.962014	0.372028	0.00971349	0.265792138804556	0.33205141344999	0.423447357260572	16.0	7.0	28.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DPYSL4	3.35832423390204	0.0007841657366106284	0.37131	0.246166	0.131459	0.854218	0.290256	0.0032507	0.342334313877614	0.250714575026288	0.172116547380197	60.0	19.0	59.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MTFR2	3.343847823384802	0.0008262504649505178	0.726561	0.307725	0.0182222	0.774244	0.356194	0.0297309	0.350517873146792	0.278856325597785	0.208759515612944	26.0	11.0	36.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KLHL25	-3.259555548705197	0.0011158692666372013	-0.7315	0.334694	0.0288465	-0.912865	0.315496	0.00381062	-0.110098849802646	0.194277496771165	0.57091175168186	60.0	22.0	102.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MXD1	3.254543592080479	0.001135747282959362	0.936818	0.500806	0.0613978	1.24385	0.548573	0.023364	0.56224670286724	0.37508471835088	0.133877290837067	11.0	8.0	16.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TMEM236	3.2515435624583917	0.0011478018479380914	0.776282	0.38174	0.0419982	0.502436	0.330048	0.127931	0.553739764198468	0.266735168341878	0.0378947988777538	16.0	12.0	45.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MAP3K6	-3.221040691546693	0.0012772601182799003	-0.455703	0.297154	0.125138	-0.484173	0.226119	0.0322555	-0.334885595215875	0.175865263905104	0.0568819508132278	81.0	37.0	121.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_CONTROL_META; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.01; NUMVAR >= 1
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASES_BETA	UKB_CASES_SE	UKB_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
GBA	7.934437346396039	2.1145173265788755e-15	0.686803	0.16392	2.79129e-05	0.567902	0.129786	1.21058e-05	0.669509757037131	0.129316351187564	2.25118087878369e-07	37.0	17.0	21.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
EEA1	4.364115877408463	1.2763791073225199e-05	0.590326	0.124889	2.28064e-06	0.064873	0.111883	0.56203	0.281506105845934	0.124989607473326	0.0243073559565939	55.0	28.0	92.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RNF114	3.9951027334774882	6.466620588146396e-05	0.494221	0.26179	0.0590455	0.268103	0.194885	0.168915	0.759777852904681	0.207807061135968	0.0002560120421331	16.0	9.0	23.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SNX27	-3.896925001657727	9.742177175324539e-05	-0.719619	0.283461	0.0111269	-0.645474	0.228581	0.00474535	-0.273894107905587	0.197450435045843	0.16539489039208	27.0	10.0	29.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ASMT	-3.858709904720754	0.00011398714283909153	-0.965862	0.348246	0.00554562	NA	NA	NA	-0.465212352633865	0.17335803791663	0.0072848361753386	39.0	NA	60.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LSR	3.7398025779559796	0.0001841648412992881	0.452144	0.164979	0.00613252	0.389609	0.189903	0.0402064	0.199387817072404	0.11831058046768	0.0919323425032511	55.0	26.0	83.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NUP210	3.7129233449199783	0.0002048789555523913	0.25994	0.112504	0.0208605	0.153764	0.090641	0.089809	0.215867383609869	0.0890516461477096	0.0153476659529858	138.0	65.0	212.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DLEU7-AS1	3.5555681282526033	0.00037716319182312815	1.04158	0.396452	0.00860807	0.911536	0.379636	0.0163467	NA	NA	NA	17.0	7.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DLEU7	3.5470247597787443	0.00038960797344134054	1.04158	0.396452	0.00860807	0.911536	0.379636	0.0163467	0.407973799887206	0.365799190463023	0.264724271213436	17.0	7.0	17.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GPLD1	-3.5274792669161923	0.00041953661628342737	-0.362102	0.192601	0.0601001	-0.271283	0.134853	0.0442526	-0.288793348020507	0.130203445746005	0.0265537299280114	61.0	30.0	104.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DSEL	3.3893909374300413	0.0007004806716653601	0.350387	0.172846	0.0426457	0.309355	0.166203	0.0627001	0.25937201691796	0.130855447694717	0.0474651130485253	66.0	25.0	82.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DLL4	3.3802716380461724	0.0007241422299129484	0.471549	0.28277	0.0953947	0.333736	0.26776	0.212619	0.593385396364556	0.201777117593792	0.0032736976125282	35.0	12.0	49.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LRRK2	3.355673722392604	0.0007917191420001134	0.15702	0.134242	0.242131	0.275456	0.105909	0.00929857	0.198642149233156	0.0972951747741926	0.0411868171620675	129.0	58.0	200.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SULT1C4	-3.2668369406095166	0.0010875630226842331	-0.796844	0.332835	0.0166608	-0.398836	0.192305	0.0380819	-0.512884415054586	0.430908354071299	0.233952024881661	14.0	11.0	26.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF781	3.2492134488575886	0.0011572460677784049	0.702217	0.31683	0.0266654	0.459584	0.343628	0.181078	0.464277466648675	0.223859050142595	0.0380818845148652	17.0	9.0	39.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CENPF	-3.215444052282142	0.0013024288002402094	-0.371545	0.136425	0.00646054	-0.139046	0.0902384	0.123346	-0.117348364161644	0.0899220678680183	0.191892599400491	158.0	78.0	279.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RP11-548K23.11	3.1992604069120008	0.0013778065622059318	NA	NA	NA	NA	NA	NA	0.608986455428475	0.19035226207681	0.0013778065622059	NA	NA	33.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
HSPA1L	-3.1965518291293322	0.0013908083734029556	-0.457831	0.297213	0.12346	-0.359642	0.16945	0.0338037	-0.500072826060571	0.266880778892792	0.0609623246902803	39.0	16.0	50.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
BLOC1S6	3.1947697582278933	0.0013994243421026188	1.73008	0.825765	0.0361595	0.760641	0.428262	0.0757146	0.543326950836211	0.326858762817135	0.0964589964600797	5.0	4.0	18.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DPYSL4	3.1847565567505987	0.0014487582742897323	0.37131	0.246166	0.131459	0.587411	0.222306	0.0082333	0.342334313877614	0.250714575026288	0.172116547380197	60.0	20.0	59.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SST	-3.1831367577777145	0.0014568878506814058	-0.526773	0.751982	0.483607	-1.28668	0.476592	0.0069391	-0.916922803798135	0.433925056591205	0.0345930445313883	3.0	4.0	10.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ENPP2	-3.1638625416234385	0.0015569030902266446	-0.37316	0.179668	0.0378069	-0.162158	0.132499	0.22101	-0.277466752107299	0.127325895355081	0.029317886474967	53.0	20.0	77.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GCNT2	-3.162339345275055	0.0015650706648035304	-0.373936	0.170978	0.0287399	-0.263144	0.146714	0.0728801	-0.198421109826549	0.132571866690346	0.134469771384431	72.0	29.0	136.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MPP2	-3.1609277146812294	0.0015726752156985653	-0.780345	0.525848	0.137816	-0.59213	0.239903	0.013579	-0.437171832534774	0.287101733793195	0.127832014761194	30.0	11.0	60.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_CONTROL_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.001; NUMVAR >= 1
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASES_BETA	UKB_CASES_SE	UKB_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
GBA	4.952026841506451	7.344447069322551e-07	1.42758	0.320636	8.49417e-06	1.4764	0.602972	0.0143439	0.736621419849181	0.439436764240767	0.0936823087648858	25.0	8.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DSEL	4.163057165551306	3.140147106342063e-05	0.559979	0.22792	0.0140135	0.626914	0.239379	0.00882084	0.507459690769187	0.237708518393982	0.0327775064769944	67.0	22.0	57.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	1	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
