COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
TRAPPC3L	5.050617821598083	4.4038337891553203e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.915604	0.464424	0.0486686	1.93465590208608	0.628311518023376	0.0020760267795094	NA	NA	NA	11.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ING1	4.669901006574495	3.013449146998769e-06	0.678852	1.17347	0.562926	NA	NA	NA	NA	NA	NA	1.53514	0.708235	0.0301918	1.30060170852165	0.676043240737701	0.0543741447748026	4.0	NA	NA	7.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SCPEP1	4.57825985645041	4.688600202564857e-06	1.28914	0.770649	0.0943676	1.42377	0.661801	0.0314481	NA	NA	NA	0.105195	0.556518	0.850074	0.599394333816046	1.06072139183965	0.572018139634863	5.0	4.0	NA	6.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
VPS13A	4.519319908428346	6.20385933680717e-06	1.54204	0.524342	0.00327248	NA	NA	NA	0.936689	0.7099	0.187013	-0.158834	0.313793	0.612735	0.291768139799279	0.381334820329159	0.4441981521126	14.0	NA	8.0	50.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CDK5RAP2	4.489607481922024	7.135453638668343e-06	-0.59331	1.05293	0.573104	NA	NA	NA	1.68602	0.818939	0.0395148	0.399329	0.345333	0.247535	0.804857264328342	0.437910984869219	0.0660701874106434	11.0	NA	5.0	29.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LIPE	4.476986415457209	7.5704064582589565e-06	1.08247	0.482303	0.0248084	NA	NA	NA	0.0100557	0.777205	0.989677	0.245708	0.291592	0.399429	0.299571310935429	0.217549259967976	0.168503749515612	9.0	NA	4.0	18.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DOCK6	4.467476847596052	7.914757411815625e-06	0.345029	0.510982	0.499531	0.754452	0.744124	0.31064	0.83994	0.604397	0.164616	0.201901	0.190252	0.288583	0.143855503332338	0.439353905118013	0.743346372657041	16.0	4.0	11.0	53.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SOAT2	4.4057353161581245	1.0542563258713273e-05	1.14595	0.490001	0.0193525	NA	NA	NA	1.35697	0.675045	0.0444109	0.104164	0.297074	0.725863	-0.167126222652514	0.568923929721927	0.768942472374077	5.0	NA	6.0	12.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RECQL4	-4.312438478667987	1.6146381837977687e-05	-0.275407	0.623057	0.65847	NA	NA	NA	-0.834892	1.04238	0.423162	-0.41738	0.337809	0.216626	-0.958903366453814	0.522872303138372	0.0666666107120231	12.0	NA	8.0	26.0	20.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FLYWCH1	4.259057906080793	2.052902890804225e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.968059	0.395712	0.0144303	0.673856807453204	0.371745062728614	0.0698803743089678	NA	NA	NA	17.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CC2D2B	4.2510328835292235	2.127869202499287e-05	0.866587	0.545887	0.112403	NA	NA	NA	0.550962	0.819583	0.501427	0.331772	0.269027	0.21749	0.164308771700981	0.21674544663111	0.448407556432294	11.0	NA	8.0	27.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ANKDD1A	4.216688435905753	2.4791613110362193e-05	1.92457	0.821911	0.0192026	NA	NA	NA	NA	NA	NA	0.131406	0.4556	0.773023	1.16744561844316	0.73577663689752	0.112584046760054	4.0	NA	NA	10.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
UBXN11	4.210697759472228	2.5458315552100626e-05	0.406166	0.810104	0.616107	NA	NA	NA	2.81484	1.16269	0.0154786	0.0245576	0.390707	0.949883	0.572177320668799	0.466894364509604	0.220388279701586	5.0	NA	4.0	15.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C1orf94	4.20702055406143	2.587596146955367e-05	0.833656	0.875599	0.341047	NA	NA	NA	NA	NA	NA	0.645874	0.584692	0.269316	1.1772512690261	0.547486687896851	0.0315328432973661	5.0	NA	NA	8.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
POMGNT1	4.202172817346657	2.643651841299403e-05	0.231465	0.796887	0.771463	NA	NA	NA	0.723667	0.840278	0.389115	0.547361	0.338065	0.105426	0.921685236776475	0.643910077495527	0.152319010615942	6.0	NA	4.0	18.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.01; NUMVAR >= 4
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
SOAT2	7.81685636797697	5.415884102482271e-15	0.647054	0.32986	0.0498089	NA	NA	NA	1.07787	0.402206	0.00736437	0.154095	0.174819	0.378072	0.709482890173676	0.309290499961594	0.0217959810802337	6.0	NA	7.0	13.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PHKB	-7.034654533896466	1.997553029438643e-12	-1.23742	0.731361	0.0906565	-0.902617	0.435521	0.038219	-1.11088	1.03232	0.281883	-0.137739	0.227257	0.544453	-0.552281175440779	0.347779796438713	0.112281879679084	16.0	5.0	11.0	28.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CAPN10	6.0638502369071094	1.3290091508401873e-09	3.37192	1.10577	0.00229306	NA	NA	NA	1.63267	1.00436	0.104039	-0.606628	0.528426	0.250972	2.09947867433774	0.827585633303507	0.0111847897236652	4.0	NA	4.0	18.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RBL1	5.662252877226182	1.4939844063762007e-08	0.669016	0.597437	0.262794	NA	NA	NA	1.88076	0.768836	0.0144355	0.234861	0.251772	0.350905	0.462304912372696	0.397385184869338	0.244680528448671	6.0	NA	4.0	16.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ACTN3	5.600270387134139	2.1401771795848968e-08	0.421361	0.673186	0.531367	0.655476	0.604952	0.278578	1.94327	0.767901	0.0113858	0.0254921	0.349624	0.941875	0.611030731474057	0.47466299513489	0.197991903192103	8.0	6.0	6.0	25.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ADGRF3	5.183595965341451	2.176481588239018e-07	0.358961	0.210479	0.0881109	NA	NA	NA	0.516998	0.282431	0.0671713	0.152198	0.105432	0.148863	0.0390873589231713	0.191554111052373	0.838311397136383	6.0	NA	5.0	17.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
UNC13B	5.1563497295730745	2.5181038813803896e-07	0.969371	0.619847	0.117844	NA	NA	NA	2.14254	0.917318	0.019509	0.0144817	0.366619	0.968491	0.893563807624069	0.734051040312935	0.223488293160634	8.0	NA	5.0	28.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRAPPC3L	5.050617821598083	4.4038337891553203e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.915604	0.464424	0.0486686	1.93465590208608	0.628311518023376	0.0020760267795094	NA	NA	NA	11.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ING1	4.669901006574495	3.013449146998769e-06	0.678852	1.17347	0.562926	NA	NA	NA	NA	NA	NA	1.53514	0.708235	0.0301918	1.30060170852165	0.676043240737701	0.0543741447748026	4.0	NA	NA	7.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SCPEP1	4.57825985645041	4.688600202564857e-06	1.28914	0.770649	0.0943676	1.42377	0.661801	0.0314481	NA	NA	NA	0.105195	0.556518	0.850074	0.599394333816046	1.06072139183965	0.572018139634863	5.0	4.0	NA	6.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
VPS13A	4.519319908428346	6.20385933680717e-06	1.54204	0.524342	0.00327248	NA	NA	NA	0.936689	0.7099	0.187013	-0.158834	0.313793	0.612735	0.291768139799279	0.381334820329159	0.4441981521126	14.0	NA	8.0	50.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DOCK6	4.500428075489657	6.781674926309987e-06	0.345029	0.510982	0.499531	0.447585	0.427562	0.295177	0.83994	0.604397	0.164616	0.201901	0.190252	0.288583	0.143855503332338	0.439353905118013	0.743346372657041	16.0	5.0	11.0	53.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CDK5RAP2	4.489607481922024	7.135453638668343e-06	-0.59331	1.05293	0.573104	NA	NA	NA	1.68602	0.818939	0.0395148	0.399329	0.345333	0.247535	0.804857264328342	0.437910984869219	0.0660701874106434	11.0	NA	5.0	29.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TMEM209	4.487475310678434	7.207216114790672e-06	0.525107	0.262502	0.0454579	NA	NA	NA	NA	NA	NA	0.278223	0.121916	0.0224844	0.164383886063618	0.801891133554697	0.837575823830646	4.0	NA	NA	8.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LIPE	4.476986415457209	7.5704064582589565e-06	1.08247	0.482303	0.0248084	NA	NA	NA	0.0100557	0.777205	0.989677	0.245708	0.291592	0.399429	0.299571310935429	0.217549259967976	0.168503749515612	9.0	NA	4.0	18.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
WDR90	-4.405862629233182	1.0536372356337126e-05	-0.26134	0.327705	0.425169	-0.24013	0.313169	0.443216	-1.36895	0.726429	0.0594977	-0.0883274	0.137397	0.520312	-0.101255604734127	0.322216157741266	0.753333109532831	18.0	4.0	8.0	53.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RASAL3	4.321881459827102	1.547043031145914e-05	0.0218102	0.333524	0.947861	NA	NA	NA	0.796434	0.363242	0.0283382	0.302985	0.135325	0.0251597	-0.16913333948478	0.966330648895301	0.861058918191231	8.0	NA	6.0	18.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RECQL4	-4.312438478667987	1.6146381837977687e-05	-0.275407	0.623057	0.65847	NA	NA	NA	-0.834892	1.04238	0.423162	-0.41738	0.337809	0.216626	-0.958903366453814	0.522872303138372	0.0666666107120231	12.0	NA	8.0	26.0	20.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FLYWCH1	4.259057906080793	2.052902890804225e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.968059	0.395712	0.0144303	0.673856807453204	0.371745062728614	0.0698803743089678	NA	NA	NA	17.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CC2D2B	4.2510328835292235	2.127869202499287e-05	0.866587	0.545887	0.112403	NA	NA	NA	0.550962	0.819583	0.501427	0.331772	0.269027	0.21749	0.164308771700981	0.21674544663111	0.448407556432294	11.0	NA	8.0	27.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KIF19	4.23334769917122	2.3023812195133732e-05	0.41375	0.288448	0.151458	NA	NA	NA	0.156954	0.371366	0.672559	0.170105	0.141787	0.230248	0.585036417332245	0.497232486373117	0.239361081394202	13.0	NA	10.0	16.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ANKDD1A	4.216688435905753	2.4791613110362193e-05	1.92457	0.821911	0.0192026	NA	NA	NA	NA	NA	NA	0.131406	0.4556	0.773023	1.16744561844316	0.73577663689752	0.112584046760054	4.0	NA	NA	10.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
UBXN11	4.210697759472228	2.5458315552100626e-05	0.406166	0.810104	0.616107	NA	NA	NA	2.81484	1.16269	0.0154786	0.0245576	0.390707	0.949883	0.572177320668799	0.466894364509604	0.220388279701586	5.0	NA	4.0	15.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C1orf94	4.20702055406143	2.587596146955367e-05	0.833656	0.875599	0.341047	NA	NA	NA	NA	NA	NA	0.645874	0.584692	0.269316	1.1772512690261	0.547486687896851	0.0315328432973661	5.0	NA	NA	8.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	18.07470604839058	5.0423370828180054e-73	1.18776	0.263712	6.66843e-06	0.87011	0.352526	0.013579	1.09726	0.340268	0.00126106	0.831198	0.137567	1.52088e-09	0.769647136492188	0.419275225865795	0.0664078248262314	35.0	15.0	26.0	87.0	19.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CFAP52	-8.473342671476324	2.3844981518933655e-17	-0.352038	0.407327	0.387442	-0.852688	0.351345	0.0152275	-0.266308	0.536949	0.619919	-0.392146	0.183992	0.0330625	-0.679282920704885	0.265877931573182	0.010622818696429	33.0	13.0	27.0	89.0	66.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPT5-GP1BB	8.061247222977148	7.551992201804781e-16	0.274873	0.359763	0.444844	0.173201	0.482624	0.71969	1.88026	0.452321	3.22584e-05	0.445283	0.160092	0.0054121	NA	NA	NA	37.0	5.0	17.0	98.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MET	-8.052158459002618	8.134649207444927e-16	0.125137	0.245511	0.61026	-0.531186	0.236899	0.0249452	-0.407214	0.40445	0.314015	-0.455643	0.136021	0.000808668	-0.348147226623997	0.177356568585066	0.0496486096306934	60.0	25.0	50.0	192.0	109.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IRX6	8.023245948063188	1.029868568483989e-15	0.44192	0.289191	0.126482	0.541059	0.353948	0.126354	0.253824	0.376026	0.499665	0.356622	0.127525	0.00516634	0.304664486488613	0.203792086620824	0.134920439441739	43.0	13.0	28.0	104.0	63.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MMP8	7.804965917397788	5.951762732454144e-15	0.490679	0.274803	0.074169	0.210219	0.278165	0.449807	1.22172	0.335687	0.000273212	-0.035401	0.135795	0.794328	0.425257088494523	0.225612870312961	0.0594437056813451	35.0	16.0	19.0	93.0	56.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRRAP	7.801957002614351	6.095441745278955e-15	0.149848	0.200019	0.453757	0.0516984	0.251577	0.837184	0.532313	0.205338	0.00953145	0.139861	0.0817343	0.0870498	0.367962852481556	0.144653713810494	0.0109669615330286	121.0	33.0	94.0	384.0	190.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRMT12	7.761506433669537	8.392646099627615e-15	0.747492	0.344929	0.0302281	0.78984	0.370821	0.0331734	0.59647	0.439906	0.17513	0.290125	0.173272	0.0940538	0.12895904522509	0.297040281650223	0.664181946455621	18.0	10.0	19.0	63.0	44.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPTIN5	7.729552901148178	1.0792495390343684e-14	0.6904	0.447854	0.123177	0.0753449	0.471053	0.87292	2.03618	0.588595	0.000541387	0.548579	0.213568	0.0102099	NA	NA	NA	22.0	6.0	10.0	56.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
USP25	7.693912971330087	1.4270213716943175e-14	0.270344	0.248961	0.277528	0.0803228	0.28756	0.779995	0.823063	0.323777	0.01102	0.242294	0.12367	0.0500898	0.358792789099611	0.196337013835197	0.067634652464424	54.0	14.0	30.0	135.0	71.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IPO4	-7.686596056623949	1.5110124972884794e-14	-0.510581	0.338193	0.131111	-0.487234	0.307455	0.113028	-1.68206	0.7214	0.019719	-0.32147	0.132046	0.0149113	0.0299379043726739	0.171997288495888	0.861818051232968	66.0	28.0	48.0	209.0	135.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
BOLA1	7.623489043963572	2.4690926543257258e-14	1.01812	0.555583	0.0668723	1.00169	0.587393	0.0881355	-0.351501	1.07106	0.742774	0.29071	0.241926	0.229499	1.09138563558828	0.339764698226677	0.0013173145056984	9.0	5.0	6.0	28.0	15.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ENDOU	-7.522122840321035	5.389391055853027e-14	-0.774573	0.525582	0.14055	-1.25106	0.462893	0.00687814	0.0355867	0.451423	0.937166	-0.477196	0.205138	0.0200072	-0.319398895783598	0.29081358845583	0.272076016270057	25.0	15.0	21.0	73.0	42.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GPER1	-7.41165856288238	1.247295478772489e-13	-0.754532	0.428877	0.0785234	-0.304042	0.305857	0.320191	-0.819053	0.522934	0.117286	-0.347598	0.164144	0.0342059	-0.183560998182179	0.188389950186304	0.329874223178001	31.0	18.0	32.0	91.0	75.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNHIT6	7.384685195810619	1.528145159564721e-13	0.38809	0.405724	0.338801	0.946826	0.383509	0.0135548	1.08456	0.446689	0.0151821	0.228003	0.190676	0.231789	0.0851753215417182	0.253846000757676	0.737218268004787	18.0	12.0	16.0	63.0	54.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GNAT1	7.322725818224165	2.4298394201079596e-13	1.04287	0.400777	0.00926509	0.413986	0.353313	0.241307	0.73342	0.486056	0.131319	0.148871	0.20068	0.458188	0.395748801254621	0.304861632644734	0.19424405310133	23.0	9.0	16.0	53.0	30.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TREML1	7.304772966501758	2.7773529332861665e-13	0.0659888	0.454222	0.884491	-0.424517	0.441945	0.33677	1.3323	0.46822	0.00443467	0.756127	0.172206	1.12918e-05	0.293251399278862	0.331817271538722	0.376818351378811	19.0	9.0	15.0	66.0	38.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF567	7.298866861410286	2.902012984498446e-13	0.833316	0.403249	0.0387809	0.391739	0.430552	0.3629	0.746167	0.452411	0.0990835	0.473897	0.168145	0.00482657	-0.0411991759918441	0.283768105394584	0.884563963989027	23.0	7.0	19.0	68.0	44.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RNF114	7.255576510192616	3.9995461867261784e-13	0.638187	0.418769	0.127518	-0.177176	0.557318	0.750554	0.505242	0.574364	0.379046	0.325588	0.215094	0.130101	0.759777852904681	0.207807061135968	0.0002560120421331	14.0	6.0	9.0	36.0	23.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RBM26	7.219224470680706	5.228488900251555e-13	0.42751	0.273734	0.118342	0.107358	0.2903	0.71152	0.720498	0.307557	0.0191472	0.134331	0.123062	0.275018	0.395213507402603	0.213235303726451	0.063822901041541	44.0	15.0	34.0	122.0	39.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
