GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASES_BETA	UKB_CASES_SE	UKB_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
NEB	-1.295539501357003	0.1951341838291355	-10.4996	95.0503	0.912042	-1.02217	0.824591	0.215118	-0.337368187165034	0.377425006138727	0.371392447507158	8.0	6.0	35.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ARL6IP4	-1.2948229874387682	0.1953813001366237	-0.0678507	0.628107	0.913977	-0.30558	0.389727	0.43299	-1.16548528293171	0.862946718961066	0.176827521340684	5.0	2.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IKBIP	-1.29429664161758	0.1955629760765033	NA	NA	NA	NA	NA	NA	-1.94007016288929	1.49893780182002	0.195562976076504	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TOM1L1	1.2938576694151986	0.19571458842150635	NA	NA	NA	NA	NA	NA	0.752543062822747	0.581627392727736	0.195714588421506	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TBC1D26	-1.2931742846364196	0.1959507874842501	NA	NA	NA	NA	NA	NA	-1.95074890487601	1.50849651748563	0.195950787484251	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TRIM61	1.2931628208876094	0.19595475149359343	0.26099	0.201823	0.195956	NA	NA	NA	NA	NA	NA	5.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PRSS12	-1.2927891884071119	0.19608398072548328	0.186011	0.641582	0.771873	-2.17709	1.10036	0.0478707	-0.255453694526867	0.463974616081393	0.581923764407882	9.0	3.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
HTRA4	-1.2926212512183435	0.19614208593291393	NA	NA	NA	NA	NA	NA	-0.480985443036874	0.37210083199818	0.196142085932915	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MYH4	-1.2920965031987266	0.19632372673209586	NA	NA	NA	-0.621923	0.521432	0.232979	-0.197856772189315	0.3117920854251	0.525702897352328	NA	4.0	24.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CDK7	-1.2920816139202183	0.1963288824324657	NA	NA	NA	NA	NA	NA	-1.96337834181186	1.5195466916791	0.196328882432466	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MRC1	1.2920709275303364	0.19633258286258315	NA	NA	NA	NA	NA	NA	1.59246296942417	1.23248881736547	0.196332582862582	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LRRC3C	-1.2916837855274972	0.19646667493311132	NA	NA	NA	NA	NA	NA	-1.93014474007526	1.4942858009842	0.196466674933111	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GORASP2	1.291310995908598	0.1965958592415462	NA	NA	NA	NA	NA	NA	1.82445804140912	1.41287269076911	0.196595859241547	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF605	-1.2907877557093042	0.19677728473050793	NA	NA	NA	NA	NA	NA	-1.92255126785196	1.48944027346734	0.196777284730508	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FAM227B	-1.2907848486092706	0.19677829306508954	-0.214775	0.361189	0.552089	-0.2041	0.626034	0.744409	-0.367098129461048	0.279151243436694	0.188492753749753	12.0	3.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TPD52L1	1.2904106791136716	0.19690810623324895	NA	NA	NA	NA	NA	NA	1.4964752471453	1.15968913723898	0.19690810623325	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RP5-860F19.8	-1.2903344145888473	0.1969345728946209	NA	NA	NA	NA	NA	NA	-0.44631719453522	0.345892653477304	0.196934572894621	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SKIV2L2	-1.2900178105585602	0.19704447426456173	NA	NA	NA	NA	NA	NA	-1.92764487330488	1.49427772045274	0.197044474264562	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
OCM	-1.289716770940063	0.19714901446754785	-0.18287	0.314961	0.561502	-0.197401	0.285146	0.488761	-0.220533472562905	0.229492167233042	0.336570791554122	3.0	3.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DECR1	1.288992482479673	0.19740070007624988	NA	NA	NA	NA	NA	NA	1.33858863314965	1.0384766795339	0.197400700076252	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CYTIP	1.2889617730676703	0.1974113765949599	NA	NA	NA	NA	NA	NA	1.88411953276844	1.46173422062341	0.197411376594961	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RAB11FIP2	1.2882917617985716	0.19764441976571945	NA	NA	NA	NA	NA	NA	1.24366638477279	0.965360814724546	0.197644419765718	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CRYZL1	1.2881785316986998	0.1976838233105035	NA	NA	NA	NA	NA	NA	1.22478180283268	0.950785758878919	0.197683823310505	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MMP3	-1.2877730980235083	0.19782495947064582	NA	NA	NA	NA	NA	NA	-1.91484958677561	1.48694641137833	0.197824959470645	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PRSS22	1.2873285679063464	0.19797979026740475	NA	NA	NA	NA	NA	NA	1.47807722761811	1.14817402834615	0.197979790267403	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NEBL	1.2872445134432782	0.19800907658079947	0.589245	0.294865	0.0456787	0.0446004	0.354979	0.900015	0.0282758593045378	0.267826318024208	0.915919277232245	12.0	2.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SNTG2	-1.2871167857496868	0.1980535856174538	NA	NA	NA	NA	NA	NA	-1.12839023704483	0.876680538656478	0.198053585617455	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANK2	1.2868455486393098	0.19814812738971954	2.01088	1.41632	0.155667	0.61986	0.799582	0.438203	0.0336519954706751	0.993866415403373	0.972989048098639	2.0	2.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
BAMBI	1.285585651181583	0.19858770707946194	NA	NA	NA	NA	NA	NA	1.22531710711317	0.95311977540118	0.198587707079462	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IRAK1BP1	1.2851303048037832	0.19874675324134883	NA	NA	NA	NA	NA	NA	1.04987416346358	0.81693985391145	0.198746753241347	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
UPP2	-1.2846560667846423	0.19891249696297109	NA	NA	NA	NA	NA	NA	-1.12644891372735	0.876848631203472	0.19891249696297	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TMEM45A	1.284587215651577	0.19893656847214003	1.71884	1.43336	0.230462	NA	NA	NA	0.379663703843613	0.614827784482952	0.536896887418104	2.0	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RPL31	-1.2844741642743636	0.1989760977449786	NA	NA	NA	NA	NA	NA	-1.92169049580725	1.49609120156408	0.198976097744977	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CASP5	-1.2838730311590603	0.1991863849295994	NA	NA	NA	-0.0331002	0.369163	0.928555	-0.605253878017583	0.350666938235075	0.0843460056871832	NA	3.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF491	-1.2836896205804074	0.19925057757463782	-0.296496	0.540514	0.583319	-0.0895966	0.382424	0.814763	-1.01363483851638	0.703627193500422	0.149701937322817	5.0	2.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KRTAP9-2	1.2836722939355805	0.19925664258182485	1.12104	0.873307	0.199255	NA	NA	NA	NA	NA	NA	2.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
AATF	-1.2835097046595363	0.19931356179576842	-0.638067	1.05382	0.54486	-0.408734	0.623026	0.511794	-0.602617663881307	0.626696926320417	0.336261878062497	7.0	2.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
OR4D5	1.2833152855627852	0.1993816395811161	NA	NA	NA	NA	NA	NA	1.98921869934937	1.55006234378095	0.199381639581116	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GOLGA4	1.2832832081686611	0.19939287343309686	NA	NA	NA	-0.0582996	1.08616	0.957194	1.1473675001157	0.61405429452276	0.0616908111510939	NA	2.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NCKAP5L	-1.2832605714047565	0.19940080135211158	NA	NA	NA	NA	NA	NA	-1.90506323780724	1.48454903100608	0.199400801352112	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PROM2	-1.2828405253325204	0.19954795300368133	NA	NA	NA	NA	NA	NA	-1.11526798397051	0.869373832481185	0.199547953003679	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NECAB3	1.2820733980690575	0.19981689976458017	1.84316	1.43764	0.199816	NA	NA	NA	NA	NA	NA	2.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LNPK	1.2815569240401212	0.19999811919240684	-8.13524	70.4474	0.908065	NA	NA	NA	2.3228565716243	1.20487935766465	0.0538706987442293	2.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
REN	1.2813925971767273	0.2000558030506262	NA	NA	NA	NA	NA	NA	1.05413514230028	0.822648066348159	0.200055803050628	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
BNIPL	-1.2813595207303379	0.20006741538434392	NA	NA	NA	NA	NA	NA	-1.88955075615	1.47464526979361	0.200067415384346	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SPATA6	-1.2813551145511104	0.2000689623235692	NA	NA	NA	NA	NA	NA	-1.91683471944102	1.49594339435913	0.200068962323571	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ATP2A1	1.2809168388288592	0.2002228775806537	NA	NA	NA	0.279342	1.07358	0.794712	0.905951966901128	0.583997881956124	0.120831425921449	NA	3.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MYL9	1.2807435953948718	0.20028374167176644	NA	NA	NA	NA	NA	NA	1.23083944011945	0.961035014771996	0.200283741671766	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FAM111B	1.2802633057123989	0.20045254824748493	NA	NA	NA	NA	NA	NA	0.698704253037418	0.545750432680429	0.200452548247484	NA	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RNPC3	1.2799293113182355	0.20056999787969965	0.57439	1.16333	0.621485	NA	NA	NA	1.27076434230067	0.965371859735291	0.188057605734652	2.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RNF103-CHMP3	1.2798913618690027	0.20058334603777317	0.691434	0.6842	0.31222	NA	NA	NA	1.30845095426848	1.63665454267075	0.42401979566954	2.0	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SLC9A5	-1.2795241213860626	0.20071255094849072	NA	NA	NA	NA	NA	NA	-1.92310061019106	1.50298113028759	0.200712550948491	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF474	-1.2791862132695218	0.20083148960185904	NA	NA	NA	NA	NA	NA	-1.88180579939249	1.47109606081722	0.200831489601861	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
EMILIN1	1.2790373543244933	0.200883902061901	NA	NA	NA	NA	NA	NA	0.956080879685965	0.747500357556724	0.200883902061901	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PIEZO1	-1.2786808516805992	0.20100946536067676	-0.680298	0.743883	0.360442	-0.751987	0.931331	0.419417	-0.190815316410605	0.387218375970345	0.622164676602723	12.0	2.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PARP10	-1.2784431619047396	0.20109321355472687	NA	NA	NA	NA	NA	NA	-1.1265865376796	0.88121753962148	0.201093213554726	NA	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IL36RN	1.2780718440455276	0.20122409553303966	NA	NA	NA	NA	NA	NA	1.42995339300429	1.11883647203901	0.201224095533038	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PNKP	1.2780514235599931	0.20123129514022775	NA	NA	NA	0.779299	0.426374	0.0675895	-0.0068471598686544	0.337330302382561	0.983805581724454	NA	2.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ST3GAL5	-1.2775825666331009	0.20139665071910184	NA	NA	NA	NA	NA	NA	-1.89063565147469	1.47985398427689	0.201396650719102	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LRBA	1.2772748768876097	0.20150522000357018	0.680509	0.600391	0.257028	NA	NA	NA	0.46619529396595	0.692818811573371	0.501013193641205	13.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
WWP1	1.2766206485726614	0.2017362083498373	NA	NA	NA	NA	NA	NA	1.70503309090134	1.33558319991743	0.201736208349838	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
C17orf75	1.2764987904282281	0.20177925411718933	1.1764	1.23652	0.341412	NA	NA	NA	0.828401648446392	0.970181869882342	0.393181332935822	3.0	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GYG1	-1.2764215144617088	0.20180655492747612	NA	NA	NA	NA	NA	NA	-0.774771570905405	0.606987239032978	0.201806554927477	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SPDYC	-1.2764016251544188	0.201813582052506	NA	NA	NA	NA	NA	NA	-1.93597965792297	1.51674803586117	0.201813582052504	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NDUFB9	1.2762384402252982	0.20187124393427713	1.88995	1.41982	0.183148	NA	NA	NA	0.205760659777774	0.434319374765197	0.635675145875943	2.0	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ADGRG1	1.2759028870574656	0.2019898503876818	NA	NA	NA	NA	NA	NA	1.41937177815162	1.11244499291402	0.201989850387682	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TRIOBP	1.2756494886927965	0.20207945161544227	0.741765	0.454807	0.102902	NA	NA	NA	0.0612359311606099	0.353768091534558	0.86257576998019	14.0	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GPR157	-1.2743744666119206	0.2025307368974807	NA	NA	NA	NA	NA	NA	-1.99676390640025	1.56685806151538	0.202530736897481	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF540	1.274267982185368	0.20256845952451774	NA	NA	NA	NA	NA	NA	1.04659662475289	0.821331650315798	0.202568459524518	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZFYVE28	-1.2741396844297186	0.2026139164289532	NA	NA	NA	NA	NA	NA	-1.87706947427303	1.47320540848955	0.202613916428954	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RXRG	1.2740968574707339	0.2026290920118875	NA	NA	NA	NA	NA	NA	1.98056302598493	1.55448387959816	0.202629092011889	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MDP1	1.273834379350575	0.2027221183052461	NA	NA	NA	NA	NA	NA	1.156108287563	0.907581320071143	0.202722118305245	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NEDD8-MDP1	1.273834379350575	0.2027221183052461	NA	NA	NA	NA	NA	NA	1.156108287563	0.907581320071143	0.202722118305245	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NES	1.2737869069637233	0.20273894657309866	NA	NA	NA	NA	NA	NA	0.928443847677845	0.728884747207004	0.202738946573098	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TBC1D2	-1.273770838579705	0.20274464281108606	-0.514896	1.06728	0.629494	NA	NA	NA	-1.16698195633992	0.884783459804129	0.187187033420331	8.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FCHO1	1.2736507887628878	0.2027872041296599	NA	NA	NA	NA	NA	NA	1.60751275821015	1.26212991221208	0.20278720412966	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GBGT1	1.2735094220061585	0.2028373312973487	NA	NA	NA	NA	NA	NA	0.400827422825233	0.314742408575046	0.202837331297349	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LRR1	1.273372369436011	0.20288593731612248	NA	NA	NA	0.931645	0.925697	0.314211	0.40114348699867	0.50496725643661	0.426965487194195	NA	2.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ABCB4	1.2732684729615291	0.20292279010014103	NA	NA	NA	NA	NA	NA	1.95643706252075	1.53654716508469	0.20292279010014	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKRA2	1.272706631854874	0.2031221634272382	NA	NA	NA	NA	NA	NA	1.20965171263105	0.950456045685936	0.203122163427237	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TDO2	1.2723204155614327	0.2032592977461356	NA	NA	NA	NA	NA	NA	0.928744947777942	0.729961522599728	0.203259297746135	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GBP7	1.271774449772638	0.2034532695166088	0.299307	0.510646	0.557785	NA	NA	NA	0.443137535120016	0.365496369127456	0.225349108066244	5.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NOS2	1.270442469279429	0.20392706347544287	NA	NA	NA	NA	NA	NA	1.01396650668803	0.798120758087639	0.203927063475444	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SLC35G3	-1.2702675154463907	0.20398935528022633	NA	NA	NA	NA	NA	NA	-0.894200938467695	0.703946946288286	0.203989355280226	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
XXbac-BPG32J3.19	-1.2702077566457521	0.20401063539998943	NA	NA	NA	NA	NA	NA	-0.870460208695937	0.685289634031655	0.20401063539999	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF764	-1.2702064755626747	0.2040110916115917	NA	NA	NA	NA	NA	NA	-1.87713409317699	1.47781807862809	0.204011091611592	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
