GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
PCDHA3	-0.8605943865224828	0.38946147870791037	0.40953549155217994	0.558941	0.956093473151981	0.336434	272.0	100.0	568.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
KIF21B	-0.8604326246756923	0.3895506083597988	0.40943611307833955	0.0515188	0.0186826742252155	0.277636	21.0	135.0	71.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FAM110A	-0.8604290580196267	0.3895525737022617	0.4094339220017111	0.409242	0.560933086042312	0.933356	10.0	22.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RAD21L1	0.8603992822597357	0.38956898134113394	0.40941563025511984	0.058164	0.785000993192129	0.895464	11.0	38.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MPP5	-0.860285789906306	0.38963152403788426	0.4093459127743101	0.980696	0.340646947159634	0.60797	12.0	47.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
IL31	-0.86024549707236	0.38965372984405877	0.4093211622505645	NA	0.93249528951082	0.25769	NA	10.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
C1QA	0.8602176929531441	0.3896690534365215	0.40930408344370006	0.27119	0.741400092029462	0.952463	10.0	25.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZNF804A	0.8601623094990184	0.3896995778289387	0.40927006468886384	0.967128	0.43913017281557	0.499695	28.0	92.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
C19orf53	0.8600449946937047	0.38976424026627476	0.4091980086443523	NA	0.179956220426707	0.900839	NA	14.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ETNK1	0.8598469500435875	0.38987341477725646	0.4090763780697206	0.723917	0.779984244046819	0.118009	8.0	28.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RHOU	0.8598419758232619	0.38987615711579326	0.4090733232876803	0.392671	0.0735743124264394	0.579016	7.0	15.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EXTL2	-0.8598353055423387	0.3898798345282931	0.40906922692940034	0.319998	0.837584594741536	0.484051	9.0	26.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PLAC9	0.8597719097103431	0.38991478652660505	0.40903029498604326	0.22882	0.935106145997623	0.838088	7.0	9.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CTR9	0.859736330621866	0.389934403165645	0.4090084461511584	0.2451	0.45864451052726	0.678646	13.0	52.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MDH2	0.8596092442908859	0.3900044775017857	0.40893040696540894	0.252454	0.710275492476926	0.474016	4.0	30.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SNX22	0.8595607423290984	0.3900312230948181	0.408900625088849	0.0686403	0.406252693313574	0.618111	10.0	17.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MS4A6A	-0.8594750076288737	0.39007850278431067	0.40884798298583014	0.332436	0.111315122563068	0.38673	9.0	26.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
STON2	-0.8594490534029978	0.39009281631940373	0.4088320472825918	0.899376	0.107824450870499	0.994406	27.0	92.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PLOD3	0.8594105075296525	0.39011407463032377	0.4088083808237678	0.850425	0.0348505895843377	0.665034	33.0	97.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
LAIR1	-0.8593924464877561	0.3901240356598781	0.408797291849485	0.78353	0.007501425440393	0.362564	20.0	20.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZNF573	-0.8593333699254987	0.39015661865764273	0.4087610212689881	0.645496	0.465684757608435	0.765045	18.0	72.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TTN-AS1	0.8591438141414034	0.39026117713682895	0.40864464983034804	0.606177	NA	0.484257	529.0	NA	1119.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CHRM4	0.8591036537529072	0.3902833316892277	0.4086199962718396	0.97965	0.86668087422057	0.103021	9.0	41.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SEC31A	0.8590681027175439	0.3903029441212932	0.4085981727494732	0.514182	0.504105989626879	0.866922	31.0	114.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
BHMT	-0.8589557458552796	0.39036493194539434	0.40852920367610857	0.134531	0.761818685082118	0.755189	9.0	34.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EFNB2	-0.8588805022740128	0.39040644753777065	0.4084830186002394	NA	0.861825681362225	0.298062	NA	21.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
LOC100133315	0.8587559242814174	0.3904751892549414	0.4084065559275005	0.859879	NA	0.164228	5.0	NA	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SYDE1	0.8585315297964988	0.3905990279308892	0.40826884185916335	0.306773	0.380311223051876	0.102741	22.0	71.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PEX26	-0.8583630447940576	0.3906920270028381	0.40816545149342126	0.774337	0.741111321907614	0.384497	20.0	43.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RPS3	-0.8583057127932636	0.39072367575242606	0.40813027206904	NA	0.824547204221301	0.151136	NA	5.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
HIST1H3A	-0.8582439439421949	0.39075777550117485	0.40809237140562304	NA	0.390757775501175	NA	NA	38.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
COA8	0.8580635040742	0.3908573984273863	0.407981662993601	0.22252	NA	0.0149601	15.0	NA	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FBLL1	0.858008721633402	0.39088764749559723	0.4079480535617746	0.0545137	0.478123075223394	NA	8.0	22.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CYB5A	0.857843505377985	0.3909788831067098	0.40784669835321086	NA	0.493279516499634	0.597449	NA	10.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
IDS	-0.8577209864857759	0.39104654875881095	0.4077715426915206	NA	NA	0.391047	NA	NA	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CTD-2616J11.11	0.8576285112536659	0.3910976263824387	0.4077148198242364	NA	0.391097626382438	NA	NA	6.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TDO2	-0.8575846846755206	0.39112183490030616	0.4076879382999363	0.985981	0.337217897703804	0.586941	8.0	31.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CRYBB3	-0.8575544483067292	0.3911385371150682	0.4076693928642545	0.42833	0.360547336553191	0.107924	15.0	37.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CECR2	-0.8575457269696424	0.39114335475965045	0.40766404370181164	0.269255	0.300192036304922	0.156613	42.0	132.0	94.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SENP3	-0.857513569935631	0.3911611185353808	0.4076443206654693	0.183384	0.108699082883152	0.225666	7.0	33.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
VSX1	0.8574480738206975	0.39119730057288915	0.40760415069001743	0.868111	0.179177999388255	0.98069	18.0	33.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
KIAA0101	-0.8572689290844901	0.39129627593071215	0.4074942853741429	NA	0.391296275930714	NA	NA	11.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FUT8	-0.8566582415698247	0.39163378782285097	0.4071198469199345	0.77947	0.566806328323784	0.233644	8.0	42.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
H3C13	-0.8560754572945771	0.3919560429801585	0.4067626354325668	0.290279	NA	0.87827	4.0	NA	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
LIPT2	0.856011467467784	0.39199143645784196	0.4067234205808914	0.579942	0.0907079824903845	0.730507	13.0	16.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TTLL2	-0.8559270829863288	0.39203811340765904	0.4066717094132063	0.543032	0.845195966869396	0.0222547	23.0	69.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ICAM1	-0.8558983479331863	0.3920540088607699	0.40665410100373933	0.0100745	0.653850393833526	0.520628	23.0	60.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RASSF6	-0.8558702279743511	0.392069564438849	0.40663686978673863	0.554464	0.119266722180269	0.50507	17.0	45.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RYBP	-0.8557433719247	0.39213974413103214	0.40655913887279743	NA	0.392139744131033	NA	NA	22.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TSPYL1	-0.8556275858052568	0.39220380633313046	0.4064881958251616	0.275987	0.534894780202954	0.819694	11.0	31.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PODN	0.8556156935024677	0.3922103864717942	0.4064809095778241	0.237611	0.187210406538459	0.105261	28.0	61.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
KLF7	0.855332563666981	0.39236706501787255	0.4063074540986492	0.237836	0.855496136664885	0.628971	5.0	27.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DEFB134	-0.8552840311962128	0.3923939257535435	0.40627772410589097	0.220143	0.993928256763215	0.79266	4.0	8.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CILP	-0.8550786080555854	0.3925076313993251	0.4061518949890556	0.75946	0.380615457158102	0.765637	52.0	149.0	77.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SHFL	0.8548968515520685	0.3926082537630574	0.4060405745116836	0.248402	NA	0.956322	9.0	NA	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FLVCR2	-0.8544059045403933	0.39288012548877305	0.40573994015961035	0.882813	0.984845645983254	0.189022	6.0	45.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ISLR2	-0.8543781529128491	0.39289549691377856	0.4057229487313465	0.0640747	0.734662505680898	0.477229	7.0	46.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DHX16	-0.8543657373656995	0.39290237391320304	0.405715347176257	0.853843	0.333625375384038	0.742344	15.0	66.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MOSPD3	0.8543291038625065	0.39292266571798606	0.4056929182171308	0.75441	0.401564700707032	0.340214	8.0	28.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FOXL2NB	-0.8540358172280511	0.39308514414138085	0.40551336915202324	0.649858	0.42135711613675	0.824933	4.0	12.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RNF6	0.8540217495124581	0.3930929385650497	0.40550475768023697	0.918503	0.377063128446564	0.62161	18.0	60.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RUVBL2	-0.8540194113679783	0.39309423405728694	0.40550332640496417	0.69478	0.0322447058106866	0.787328	14.0	22.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
C1orf56	0.8539161892223076	0.393151428776068	0.4054401416982532	NA	0.115093029133426	0.712808	NA	26.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
S100A4	0.8538273082010007	0.3932006812107597	0.4053857384344654	NA	0.17738554229032	0.88759	NA	10.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PPOX	-0.8537742508819904	0.393230084118779	0.4053532638129892	0.0603857	0.94189364870455	0.744199	6.0	29.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FAM114A2	0.8536729481267376	0.39328622702095284	0.4052912624220245	0.334304	0.445418939289756	0.802624	9.0	46.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SECISBP2	-0.8535823442632617	0.3933364446139518	0.40523581214236704	0.944901	0.917977786868166	0.148577	15.0	56.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
STX17	-0.8535782218413936	0.3933387295769257	0.4052332892540301	0.294185	0.989213094838355	0.677459	7.0	16.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SCN1A-AS1	-0.8534788869220588	0.39339379105338634	0.4051724988460979	0.380238	NA	0.741746	47.0	NA	83.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EMX1	0.8534775565811471	0.39339452849478296	0.4051716847345477	0.0795249	0.872189233121202	0.662794	7.0	25.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZNF664	-0.8534183028351054	0.393427375184339	0.4051354245949543	NA	0.379144466396568	0.743333	NA	5.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
COL24A1	0.8533584188217388	0.39346057294358017	0.4050987799781627	0.168962	0.816475905003982	0.896908	40.0	138.0	77.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NLRC3	0.8533393139991813	0.3934711643959601	0.405087089486838	0.105288	0.70552032154356	0.603344	64.0	164.0	100.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SNRNP35	0.8530491399834569	0.3936320541300886	0.4049095434596959	0.280137	0.543888334964905	0.31516	10.0	20.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PIP5K1A	0.852991095864619	0.39366424202274963	0.404874031990271	0.867909	0.554459179796642	0.292503	6.0	37.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PRPF39	0.8529282288173777	0.3936991062288492	0.4048355711389538	0.348144	0.883892606152068	0.493248	7.0	28.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EMILIN3	0.8528772422709051	0.39372738323334755	0.4048043795364664	0.473233	0.317590215955538	0.232074	35.0	104.0	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
OGFOD3	-0.8527037848406579	0.39382359147513646	0.4046982715889882	0.964401	0.332997938293298	0.579944	16.0	50.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
C1QTNF4	0.8526359441029269	0.39386122324227535	0.40465677461324423	0.0790248	0.525128698805863	0.360178	6.0	4.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ARMC2	-0.8525529368184223	0.39390727096809175	0.4046060026582955	0.89344	0.778429675955942	0.183765	23.0	77.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ANO3	-0.8523777317458388	0.3940044754873794	0.4044988450058128	0.582252	0.656379258062216	0.630271	17.0	57.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DECR2	0.8523651663509807	0.3940114473798153	0.40449116025141746	0.579189	0.125580905312178	0.541865	21.0	36.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DBH	0.8523472417717709	0.39402139293771454	0.404480198015596	0.271449	0.517640315385044	0.306039	38.0	89.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FAM86JP	-0.8522996372268433	0.3940478073363127	0.4044510847662664	NA	NA	0.39405	NA	NA	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PILRB	0.8522685041022645	0.3940650827951515	0.40443204526940957	0.730688	0.0809602159665742	0.539758	17.0	43.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
GOLPH3L	-0.852248475177214	0.3940761968872556	0.4044197967322579	0.544312	0.015011408115451	0.726593	8.0	31.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ENGASE	0.85223506948204	0.3940836358413313	0.4044115986572681	0.855081	0.564688947588291	0.278869	47.0	80.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
WDR43	-0.8521820050822069	0.39411308264055056	0.404379148427226	0.885839	0.202671983062792	0.72963	14.0	50.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
OR52W1	-0.8520663786941678	0.39417725130689774	0.40430844326551824	0.0157741	0.0882449552731298	0.443409	11.0	34.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TMEM108	0.8518290642252584	0.3943089724744434	0.4041633404722881	0.131006	0.482876069712058	0.504805	22.0	58.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RNF44	0.8517847309731544	0.3943335825555295	0.40413623561381906	0.566402	0.265239793130016	0.832018	24.0	60.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SH3RF3-AS1	-0.8516070194301513	0.3944322423394776	0.40402759145448675	NA	NA	0.39443	NA	NA	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PCDHA8	-0.8515966767999849	0.39443798469788516	0.4040212688060103	0.287614	0.195761766042927	0.0881283	155.0	115.0	354.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PPP1R35	-0.8515650385042555	0.3944555509917721	0.40400192793386797	0.929019	0.378498017384067	0.0144975	7.0	26.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ARHGAP28	0.8515428664697924	0.3944678616863966	0.40398837410428623	0.788999	0.0668664512218331	0.531797	24.0	57.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
E2F5	-0.8515282170625886	0.3944759956808749	0.4039794189704452	NA	0.567394638389551	0.527158	NA	23.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
LRCH2	-0.8515156228205673	0.3944829886384671	0.40397172021054784	NA	0.982130761853328	0.219964	NA	6.0	111.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DDX27	0.8515038648100529	0.39448951734589244	0.40396453268097654	0.498872	0.350786190810746	0.893021	17.0	43.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
WDR5B	-0.851469139390682	0.39450879922948645	0.40394330572656784	0.506719	0.243647142372138	0.722524	7.0	20.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RWDD3	-0.8514309300445573	0.3945300162818508	0.4039199495910136	0.944708	0.102197861178088	0.818929	6.0	13.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DHRS7C	0.8512720186065701	0.3946182647232004	0.403822817500133	0.334935	0.579540594540467	0.96504	5.0	31.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
STARD6	0.8511380330716133	0.394692680315603	0.4037409276405107	0.770459	0.0439480618282669	0.405325	4.0	16.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
UGP2	0.8511191859197969	0.3947031487082958	0.40372940904612753	0.576326	0.580215991287476	0.141971	9.0	34.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SPDYA	-0.8509865270243587	0.39477683702802957	0.403648336868714	NA	0.652523884064426	0.451319	NA	20.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TMEM183A	0.8509704892463753	0.3947857461304667	0.40363853606480093	0.112803	0.0718512462749376	0.20782	6.0	26.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SHMT1	-0.850839167880293	0.3948587006793204	0.4035582879019346	0.978711	0.703767983243195	0.262653	17.0	48.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DLG5	-0.8507762835848252	0.3948936384399987	0.4035198624970805	0.624361	0.995283747385468	0.328076	50.0	169.0	110.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CCDC171	0.8506849409957442	0.39494439061696063	0.4034640500656234	0.91641	0.0972832651237565	0.772049	49.0	141.0	100.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RPL10L	0.850575044021151	0.39500545729119174	0.4033969042341005	0.745421	0.393119984443061	0.0452277	4.0	22.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CTDSPL	0.8505417004841413	0.39502398649062975	0.40337653251470496	0.178965	0.634740380517894	0.729469	12.0	20.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZFR2	0.850399762952587	0.39510286789046667	0.4032898179407151	0.981454	0.135375781478878	0.965267	60.0	167.0	103.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CHRNA9	0.8503753595649659	0.39511643096652516	0.40327490975232	0.527128	0.566094572001824	0.789714	14.0	52.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SEC13	0.8503629710014412	0.3951233164719523	0.40326734157564476	0.103095	0.249519052858997	0.190644	10.0	41.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
KLHDC7B	0.8503284320182669	0.3951425134596217	0.40324624197725684	0.643865	0.817855371200608	0.435268	11.0	42.0	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
OR51B6	0.850280318552384	0.39516925617130905	0.4032168505077946	0.443104	0.859016420386309	0.0392015	13.0	40.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TNC	0.8501542979203275	0.3952393068913429	0.40313987097425863	0.0329549	0.478027777369622	0.960638	84.0	229.0	147.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PUS10	0.8501260130579331	0.39525503054638744	0.40312259394569894	0.0147184	0.17243805042446	0.690894	15.0	50.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EGLN1	-0.8500786830481076	0.395281342311919	0.40309368432186365	0.88316	0.568002127949321	0.450599	7.0	12.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
IL20RA	-0.8498040750851897	0.3954340236457128	0.40292596616578596	0.0857101	0.665182546274354	0.852288	16.0	42.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
HDAC4	0.8497537104034569	0.3954620301487407	0.4028952084709684	0.495625	0.558871839187721	0.116721	36.0	108.0	71.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZUFSP	0.8495486742083684	0.39557605787111305	0.40277000182996514	NA	0.395576057871114	NA	NA	48.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FBXL3	0.8494989445912764	0.39560371722505716	0.40273963627924214	NA	0.31614777119978	0.842288	NA	15.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MPHOSPH8	0.8494971045293316	0.39560474068034235	0.4027385127296178	0.231519	0.705238112967875	0.513646	22.0	53.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MIR4713HG	-0.8494355217694415	0.39563899436356187	0.40270091069889696	0.882783	NA	0.177424	20.0	NA	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TRPC3	0.8494260880632205	0.39564424175636903	0.4026951506533493	0.504107	0.181291303711999	0.422263	17.0	40.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CCL19	0.8494057076739563	0.3956555782618424	0.40268270686997687	0.469614	0.380905881347322	0.898052	4.0	6.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RNF223	0.8494044520099959	0.3956562767260364	0.4026819401958942	0.455623	0.0240993565795504	0.125915	21.0	19.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FAAP100	-0.8493717690402458	0.39567445691905334	0.40266198505660067	0.182771	0.243352818374994	0.101674	40.0	115.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
YIF1B	0.8493337588750948	0.3956956010467455	0.4026387777646615	0.914634	0.0127939801442466	0.362206	8.0	36.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PLA2G1B	-0.8491733836274385	0.3957848214009836	0.4025408652791869	NA	0.488482174378248	0.611322	NA	17.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CTNND1	0.8490790578757722	0.39583730261160344	0.4024832814913724	0.0896739	0.434322738350121	0.313317	27.0	85.0	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MDM4	-0.8488881954194335	0.39594350802621237	0.4023667734245695	0.84019	0.497112921238828	0.320745	14.0	31.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
AQP7	0.8488203920715492	0.39598124134206547	0.4023253872426516	0.404245	0.950925830681427	0.485378	15.0	40.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TXNDC12	-0.8487886115054286	0.3959989283274641	0.4023059893828173	0.4333	0.423802411377515	0.137164	12.0	10.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SYTL3	-0.8487093867173501	0.39604302174222605	0.4022576345532846	0.607149	0.334995961063001	0.307702	28.0	68.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
IL12A-AS1	-0.8487035652364144	0.3960462618674935	0.40225408149795755	NA	NA	0.396046	NA	NA	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CTRC	-0.8484251407491625	0.39620124631876985	0.40208416264776675	0.484832	0.896527344936215	0.367579	10.0	30.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
