GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
SP6	-3.0621287337260483	0.002197689142231964	-0.371437	0.223455	0.096463	-0.646686	0.461957	0.161549	57.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANKRD1	3.060734987503808	0.0022079442646731847	0.0947924	0.111952	0.39715	0.477332	0.215596	0.0268278	57.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SMIM19	3.06048632182953	0.002209778539474724	0.645194	0.445884	0.147897	1.29623	0.803372	0.106639	15.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZPBP2	-3.0601175440545427	0.0022125013890263202	-0.37851	0.144646	0.00887592	-0.0650729	0.146787	0.657537	44.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MCU	-3.058231205786584	0.0022264772099969544	-0.132424	0.112735	0.240135	-0.865397	0.459442	0.0596213	76.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FHL2	-3.0567092577905055	0.0022378121921971176	-0.0262183	0.132492	0.843135	-0.925444	0.323715	0.00425209	47.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PAXIP1	3.056222358014995	0.002241449615017281	0.0686287	0.0718573	0.339543	0.377199	0.17952	0.035628	101.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATAD2	-3.0549109701736925	0.0022512734021353916	-0.158601	0.0970814	0.102324	-0.279662	0.196776	0.155253	157.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM127	3.0546822703407766	0.002252990658431324	0.388718	0.174613	0.0260027	0.506269	0.611057	0.40738	56.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TSPAN17	-3.0500547046326583	0.0022879968735447717	-1.11587	0.390747	0.00429358	-0.180103	0.92684	0.845926	50.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PCDHGA8	3.049008944335272	0.0022959764577735083	0.0439826	0.0322172	0.172194	0.114465	0.0679794	0.0922159	1177.0	162.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RAP1A	3.048278200049959	0.0023015674602244575	0.854219	0.28023	0.00230159	NA	NA	NA	25.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CHAC2	-3.0478565320146185	0.002304799358717134	-0.233592	0.121236	0.054011	-0.301998	0.269376	0.262245	51.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CTRL	-3.047633937631423	0.0023065071217771077	-0.37642	0.2334	0.106795	-0.589146	0.410593	0.151325	40.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IL34	3.0469594313105	0.002311689071136634	0.243565	0.107823	0.0238878	0.188086	0.23868	0.430682	43.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NCAM1	-3.0458841354626665	0.0023199721713078854	-0.213363	0.0688545	0.00194342	0.00714204	0.135093	0.957837	159.0	25.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
VARS2	-3.045223104065636	0.0023250776372062904	-0.208875	0.0767371	0.00648962	-0.0453017	0.140137	0.746493	154.0	27.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TPX2	3.0409288149428724	0.0023584958369688926	0.0445899	0.0755653	0.555134	0.384687	0.156961	0.0142519	80.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SERPINI2	-3.0397152437634753	0.002368019245387216	-0.256579	0.139561	0.0659927	-0.358099	0.298107	0.229656	56.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NOMO1	-3.0391136247666592	0.0023727534468619485	-0.0990414	0.0683703	0.147449	-0.337376	0.212118	0.111719	140.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LMO7-AS1	3.038954965198644	0.002374003398371388	0.766162	0.347372	0.0274121	0.293761	0.352502	0.404642	15.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZFAND4	3.0389080212380986	0.0023743733477487585	0.0731291	0.0648691	0.259601	0.268041	0.14022	0.0559305	94.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF333	3.037318772436582	0.0023869288593320456	0.195189	0.141336	0.167268	0.53182	0.321091	0.0976627	50.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PGPEP1	-3.033700207237525	0.0024157435995663654	-0.530035	0.26509	0.0455598	-0.690058	0.667208	0.301021	46.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ECPAS	-3.0328685139548783	0.002422411237069699	-0.0657754	0.0503449	0.191384	-0.220242	0.127575	0.0842793	244.0	30.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TCAIM	3.0317358273121378	0.002431519012650849	0.183065	0.153875	0.234167	0.671507	0.364546	0.0654696	62.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ACVR2B	-3.0315438320861525	0.002433065922257477	-0.262882	0.177394	0.138364	-0.505492	0.326201	0.121229	63.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ART1	3.0313974163466106	0.002434246202245368	0.0819454	0.0677696	0.226595	0.271828	0.149174	0.0684206	66.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KATNAL2	-3.0309904963185694	0.002437529200077642	-0.102902	0.0886959	0.245981	-0.326094	0.174305	0.06137	132.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TAP2	-3.0305410734525253	0.0024411598160911045	-0.1989	0.0875164	0.023043	-0.186909	0.246639	0.448556	91.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RAD51	-3.0302809521802896	0.002443263439248376	-1.2758	0.460138	0.0055601	-0.10409	0.404022	0.796689	28.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC43A1	-3.0300294211155423	0.0024452991701933717	-0.163638	0.162103	0.31275	-1.04467	0.51702	0.0433253	92.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EXOC6B	3.0291609877656116	0.0024523396490982573	0.134317	0.0901783	0.136366	0.335781	0.218082	0.123633	108.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KAT5	3.029102059705874	0.0024528180563720406	0.333414	0.147252	0.0235593	0.268298	0.35078	0.444355	91.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NCF4	3.022886686555137	0.0025037597565844734	0.294863	0.148942	0.0477355	0.378559	0.362893	0.29687	66.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADRB1	-3.021680152584786	0.0025137600821339818	-0.153318	0.174261	0.378955	-2.48426	1.15986	0.0322037	79.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPL36A	3.0212100569729996	0.002517666338893587	1.95146	0.64592	0.00251768	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ACAD11	3.0208316041042216	0.0025208151243548663	0.0189617	0.084326	0.822087	0.472997	0.169171	0.00517434	151.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SARM1	3.020456029654196	0.002523943521820016	0.135093	0.0937899	0.149759	0.357622	0.226332	0.11409	161.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NOA1	-3.020106045064808	0.0025268619612735144	-0.20977	0.0931518	0.0243278	-0.133755	0.174117	0.442373	81.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MOB3B	-3.017850782975784	0.002545742213228825	-0.604958	0.255968	0.0181073	-0.334056	0.510447	0.512829	62.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
REC114	-3.0175261680535046	0.002548470370640738	-0.569197	0.334258	0.0885927	-0.820664	0.624241	0.188625	32.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LEFTY2	-3.0154269531746234	0.0025661774301199308	-0.429047	0.227314	0.0590978	-0.34724	0.307847	0.259334	56.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF57	3.0147121957749903	0.0025722320992657053	0.375904	0.238088	0.114372	1.28456	0.894623	0.151041	40.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MTG1	-3.0110884709562487	0.0026031299488512303	-0.159724	0.112561	0.155897	-0.539551	0.338895	0.111365	76.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GPR45	3.009948323093909	0.002612921420936566	0.311712	0.189004	0.0991	0.880685	0.647223	0.173604	43.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENG	-3.0091846838745844	0.0026194982914431934	-0.2241	0.129619	0.0838255	-0.38217	0.298507	0.20045	60.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATP6V1G1	-3.008782510534819	0.002622968104598019	-0.139337	0.119183	0.242362	-0.51707	0.281065	0.0658153	25.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SYT6	3.0070496592684357	0.0026379666545865267	0.191587	0.138065	0.165243	0.497801	0.3074	0.105363	81.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CRAT	3.0070299676799808	0.0026381375430817562	0.0932857	0.0649564	0.150966	0.303891	0.19345	0.116205	132.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PXK	-3.006200554703825	0.0026453445908669717	-0.250592	0.101691	0.0137301	-0.0799226	0.147472	0.587853	100.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HLA-DOA	3.0055873347601247	0.002650684631382976	0.359411	0.171882	0.0365256	0.197069	0.215481	0.360427	26.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NPR3	3.003802407685003	0.0026662842570398817	-0.0121186	0.0935959	0.896979	0.705057	0.225022	0.0017286	93.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PACC1	-3.003752299767396	0.0026667233906700377	-0.0725851	0.104837	0.48871	-0.814407	0.352345	0.0208112	68.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ABHD10	-3.0013031557396674	0.0026882678384271583	-0.303172	0.170195	0.0748591	-0.414013	0.33936	0.222473	45.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ILF2	3.000286899617012	0.002697254166131875	0.65883	0.219589	0.00269728	NA	NA	NA	42.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC7	3.0000254677777187	0.0026995703332231124	0.0430003	0.0507558	0.396883	0.471936	0.219217	0.0313323	96.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UNC13A	2.9995454196633116	0.0027038280740922438	0.137357	0.061705	0.0260128	0.0983575	0.127156	0.439217	205.0	32.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SORBS3	2.998264844402655	0.002715216047979471	0.0840713	0.0696246	0.227242	0.286466	0.159968	0.0733294	142.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAR1	2.998065390724866	0.0027169937004237845	0.092646	0.10273	0.36714	0.490347	0.233919	0.0360621	53.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HIC1	-2.9952086644525417	0.002742571536837269	-0.131995	0.0766082	0.0848904	-0.250957	0.197259	0.203295	162.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TNFAIP1	2.995176311414099	0.002742862466883522	0.348726	0.173771	0.0447693	0.275431	0.278674	0.322976	67.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TCTE1	2.9934770765144556	0.002758182277468639	0.426395	0.128728	0.000925059	-0.0767653	0.240723	0.749806	83.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENDOU	-2.9932979340818697	0.002759801920026758	-0.153798	0.104662	0.141703	-0.447302	0.293539	0.127553	57.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF786	-2.9929493631502533	0.0027629558706818488	-0.16296	0.155387	0.294301	-0.672443	0.345869	0.0518697	76.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEC14L5	2.990456108536991	0.002785611589042918	0.157025	0.0984929	0.110874	0.372534	0.266824	0.162661	174.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NBPF4	2.99037539257546	0.0027863478665476303	0.545591	0.182449	0.00278636	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SRCIN1	-2.988997837731044	0.002798941124672506	-0.166388	0.0760491	0.0286764	-0.124455	0.155356	0.423076	216.0	27.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMSB4X	2.9873835986782815	0.0028137642216954535	1.92933	0.645826	0.00281378	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SMARCD2	2.9859542201393388	0.002826949603475605	0.356875	0.162936	0.0285043	0.275426	0.346153	0.42622	94.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PLA2G4E	-2.984056697833946	0.002844540566459424	-0.11783	0.113528	0.299319	-0.387555	0.199138	0.0516354	128.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C1QB	2.9836897131659295	0.0028479542062493425	0.379478	0.180728	0.0357537	0.366527	0.414637	0.376712	30.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF135	-2.9832558317829423	0.0028519949347713134	-0.14562	0.091311	0.110764	-0.368464	0.265371	0.164989	84.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BDNF-AS	-2.983253814848003	0.0028520137306618696	-0.104627	0.0998072	0.294506	-0.711658	0.367789	0.0529951	69.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
USP24	2.9830747621897236	0.0028536827796811037	0.0168336	0.0758861	0.824449	0.36174	0.131006	0.00575804	276.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RUSF1	-2.982433193761838	0.002859670519308167	-0.198816	0.0836837	0.0175108	-0.158254	0.260874	0.544095	107.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SSH1	2.982411793930427	0.0028598704408511694	0.113356	0.0772327	0.142181	0.248058	0.163768	0.12985	133.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ABLIM3	2.981958200679606	0.002864111003281496	0.123539	0.0642362	0.0544545	0.142167	0.134277	0.289709	173.0	33.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NFE2	2.981741445395887	0.0028661394360742407	0.346043	0.161142	0.0317581	0.313419	0.375667	0.404112	39.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TIAM2	2.981051368477166	0.0028726060304867817	0.152321	0.0598607	0.0109405	0.0488661	0.11196	0.662503	223.0	43.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NOP9	-2.9801582856757993	0.002880994731148939	-0.157889	0.0759079	0.0375249	-0.132513	0.147212	0.36804	158.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRSS55	-2.9790812885132456	0.002891140675282268	-0.45236	0.173106	0.00897011	-0.103616	0.283193	0.71445	43.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BCL2L2-PABPN1	-2.978745266125522	0.0028943128719891745	-0.145384	0.0854716	0.0889502	-0.293982	0.230072	0.201325	158.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SYNJ1	-2.9783231398853287	0.0028983024286942344	-0.158141	0.0986087	0.108776	-0.215936	0.15709	0.169256	235.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZFP64	-2.978240935890109	0.002899079930436171	-0.174186	0.0887669	0.0497295	-0.18351	0.180628	0.30965	172.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF274	2.9779593708974117	0.002901744471175677	0.414784	0.206071	0.0441334	0.427373	0.44281	0.334476	51.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DDX21	-2.977747912036424	0.0029037470444203046	-0.222476	0.157991	0.159085	-0.659442	0.420136	0.116511	65.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
