COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
B3GNT3	4.124196323014681	3.720314751138189e-05	2.68973	1.15607	0.019986	NA	NA	NA	3.74312143465989	1.06766982470067	0.0004551017125469	3.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RHOT1	3.5440716920054194	0.0003939980934907832	1.3322	0.403416	0.000958919	NA	NA	NA	2.62387757959348	1.53463246781295	0.0873073246960329	7.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRAPPC3L	3.349312381129656	0.0008101240175517889	0.897772	0.408838	0.0280984	0.48783	0.927199	0.598795	1.93465590208608	0.628311518023376	0.0020760267795094	12.0	3.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SOAT2	3.31893398250192	0.0009036178957590848	0.342033	0.142527	0.0164051	NA	NA	NA	0.709482890173676	0.309290499961594	0.0217959810802337	15.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RP11-400G3.5	3.112899632413066	0.0018525900862235362	NA	NA	NA	NA	NA	NA	1.43633195258633	0.461412869734226	0.0018525900862235	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FLYWCH1	3.057228067457272	0.0022339423368667147	0.93627	0.372884	0.0120429	NA	NA	NA	0.673856807453204	0.371745062728614	0.0698803743089678	17.0	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NOC2L	3.056221764227844	0.0022414540542561086	NA	NA	NA	NA	NA	NA	1.26734113357892	0.414675776611752	0.0022414540542561	NA	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC17A1	-3.042402310276703	0.002346979837439067	NA	NA	NA	NA	NA	NA	-1.69759772015894	0.557979368614319	0.002346979837439	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF587B	3.0318646066294477	0.002430481939366744	NA	NA	NA	NA	NA	NA	2.31028989661085	0.762002990357548	0.0024304819393667	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PHKB	-3.001403824576659	0.002687379156991436	-0.323878	0.210575	0.124033	-0.902617	0.435521	0.038219	-0.552281175440779	0.347779796438713	0.112281879679084	35.0	5.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPINK4	2.9538173935838454	0.003138696669075228	NA	NA	NA	NA	NA	NA	0.749688767082974	0.253803355857886	0.0031386966690752	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LY6K	2.9354628482829033	0.0033305049089437312	NA	NA	NA	NA	NA	NA	2.69839708249393	0.919240754170115	0.0033305049089437	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
USP13	2.910664026056153	0.00360661604781899	NA	NA	NA	NA	NA	NA	2.61132224112706	0.897156874771737	0.0036066160478189	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LNPK	2.8935885932437624	0.0038086682902441207	1.03009	0.475951	0.0304437	NA	NA	NA	2.3228565716243	1.20487935766465	0.0538706987442293	10.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OTUD7B	2.87536499995895	0.00403560680245659	2.10138	0.730822	0.00403557	NA	NA	NA	NA	NA	NA	7.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RTEL1-TNFRSF6B	-2.845183674563507	0.004438582067798526	-0.46009	0.320778	0.151488	NA	NA	NA	-1.11404195155882	0.430231160596678	0.0096142444242319	23.0	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KCNA3	2.835909020198129	0.004569546113871674	1.94498	0.91334	0.0332104	NA	NA	NA	1.97303286395872	1.04889617777735	0.0599642476389752	5.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIN	2.806766914058083	0.005004143607014746	NA	NA	NA	NA	NA	NA	1.35245640322359	0.481855617026702	0.0050041436070147	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CMYA5	2.805211260310229	0.005028361048949248	0.403201	0.19652	0.0401986	NA	NA	NA	0.475197136309135	0.248084718658797	0.0554334644759755	11.0	NA	34.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENOX2	2.749914816928237	0.005961075886752556	2.00958	0.730779	0.00596116	NA	NA	NA	NA	NA	NA	9.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ECD	2.725050281418556	0.006429169523822502	1.02706	0.443759	0.020643	NA	NA	NA	0.882518342440177	0.573306360345668	0.123719215446128	4.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IGFLR1	2.7234835592090465	0.00645974306993269	1.24067	0.493339	0.0119088	NA	NA	NA	0.404683734978358	0.302738248886021	0.181306001493002	8.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DARS2	-2.7188505167168486	0.006550920592933213	-1.44981	0.724348	0.0453341	-0.787099	0.607528	0.195122	-1.22086061716666	0.864587589790735	0.157928527237509	21.0	2.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RAD51B	2.7170263151563128	0.006587137012158711	0.929889	0.391175	0.0174462	NA	NA	NA	0.868260027410425	0.59255300721949	0.142842719656024	10.0	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
GBA	7.0785085617932735	1.4571412435070475e-12	0.908954	0.114241	1.77078e-15	0.87011	0.352526	0.013579	0.769647136492188	0.419275225865795	0.0664078248262314	99.0	15.0	19.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CFAP52	-4.228394680337387	2.3536464693414905e-05	-0.374287	0.159815	0.0191807	-0.852688	0.351345	0.0152275	-0.679282920704885	0.265877931573182	0.010622818696429	103.0	13.0	66.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MET	-4.168072143611459	3.0718671779956634e-05	-0.34234	0.11358	0.00257763	-0.531186	0.236899	0.0249452	-0.348147226623997	0.177356568585066	0.0496486096306934	224.0	25.0	109.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
H2BC21	4.0881473059783175	4.348320190468006e-05	1.10677	0.353378	0.00173633	1.60718	0.606588	0.00805997	NA	NA	NA	16.0	3.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RASAL1	3.8718645223406947	0.00010800598204662552	0.261541	0.0924302	0.00466059	0.294965	0.221892	0.183743	0.448398950436858	0.176026156575716	0.0108546767567477	177.0	23.0	89.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
P2RY10	3.8024854264668497	0.00014325169571286064	1.33133	0.350121	0.000143249	NA	NA	NA	NA	NA	NA	22.0	NA	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BOLA1	3.763000679686615	0.0001678867453039883	0.344505	0.215287	0.109551	1.00169	0.587393	0.0881355	1.09138563558828	0.339764698226677	0.0013173145056984	32.0	5.0	15.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENDOU	-3.700135952903533	0.00021548399577776448	-0.457218	0.175325	0.00911182	-1.25106	0.462893	0.00687814	-0.319398895783598	0.29081358845583	0.272076016270057	81.0	15.0	42.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NOP53	3.698563948946083	0.0002168227257923425	0.239422	0.087552	0.00624516	0.554177	0.222032	0.0125628	NA	NA	NA	146.0	28.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LAT	3.678230651143685	0.00023485753165909445	0.258709	0.124081	0.0370698	0.256227	0.292201	0.380547	1.04728919798518	0.307213444891926	0.0006520259662626	72.0	14.0	25.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IRX6	3.597418694185089	0.0003213909122515947	0.356555	0.11117	0.00133983	0.541059	0.353948	0.126354	0.304664486488613	0.203792086620824	0.134920439441739	121.0	13.0	63.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C11orf63	3.554628543098328	0.0003785134359892994	NA	NA	NA	NA	NA	NA	0.678364400041665	0.190839743679766	0.0003785134359892	NA	NA	78.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GDF9	3.4550822842851163	0.0005501249021396589	0.0644429	0.161643	0.690134	0.978568	0.474318	0.0391026	0.794658719313446	0.225588787384234	0.0004273382441273	78.0	8.0	53.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM163B	3.4331605150004574	0.0005965887931129638	0.457614	0.175815	0.00924594	0.875654	0.663983	0.187239	0.779833770623014	0.385140527547296	0.0428875769024872	63.0	4.0	24.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KCTD20	-3.431235047691727	0.0006008397473432498	-0.196753	0.169309	0.245199	-1.75895	0.645344	0.00641836	-0.616749041686765	0.300065896288241	0.0398424444410282	73.0	9.0	36.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADORA1	3.4250479977023653	0.0006146908150746759	0.331983	0.182339	0.0686536	0.336044	0.498973	0.500647	1.13607511914656	0.330427801492552	0.0005856064517807	44.0	6.0	26.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ALKBH6	3.3090609827293114	0.0009360944541336575	0.217457	0.151639	0.15156	0.919734	0.535683	0.0859909	1.25008792256202	0.484439949149861	0.0098662880839102	53.0	6.0	15.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MRPL42	3.2935462107088913	0.0009893207781355368	0.668526	0.192469	0.000513853	0.465214	0.543548	0.392062	0.743514344839041	0.540626140875082	0.16904349327989	39.0	7.0	14.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DPYSL4	3.277705138603193	0.0010465465510119596	0.151864	0.110952	0.171085	0.854218	0.290256	0.0032507	0.342334313877614	0.250714575026288	0.172116547380197	162.0	19.0	59.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC340512	-3.2666972229728355	0.001088099864701388	-1.01583	0.463621	0.0284467	-2.75192	1.13307	0.0151515	NA	NA	NA	29.0	2.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK38L	3.2547639058878204	0.0011348666584197367	0.218251	0.201798	0.279461	1.22117	1.33842	0.36156	2.40301630443648	0.659537369253677	0.0002689684924	44.0	2.0	12.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NPRL3	3.251593720554877	0.0011475993368666422	0.0864959	0.100589	0.389848	0.293929	0.252126	0.243694	0.747545942522838	0.207292959777661	0.0003106786473185	171.0	26.0	67.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM186B	3.2357534887305994	0.0012132210911791987	0.0126039	0.0991092	0.898805	0.453466	0.209124	0.0301275	0.584628522997871	0.176683096152478	0.0009365982698737	164.0	29.0	95.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC101928123	3.216834447416954	0.00129613366709548	0.88259	0.274366	0.00129614	NA	NA	NA	NA	NA	NA	12.0	NA	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.01; NUMVAR >= 2
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
GBA	10.146687636735146	3.428013324190396e-24	0.549558	0.0685098	1.04386e-15	0.567902	0.129786	1.21058e-05	0.669509757037131	0.129316351187564	2.25118087878369e-07	101.0	17.0	21.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF184	3.869271201567975	0.00010916116561300971	0.211309	0.104316	0.0427985	0.396059	0.190758	0.0378721	0.477197258220907	0.183546305963638	0.0093258010635777	94.0	6.0	34.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
P2RY10	3.8024854264668497	0.00014325169571286064	1.33133	0.350121	0.000143249	NA	NA	NA	NA	NA	NA	22.0	NA	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
H2BC21	3.744562128526096	0.00018070865739062243	0.497633	0.188065	0.00814343	1.60718	0.606588	0.00805997	NA	NA	NA	17.0	3.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NUP210	3.6134466919058665	0.00030215349959179913	0.094584	0.0442354	0.0325008	0.153764	0.090641	0.089809	0.215867383609869	0.0890516461477096	0.0153476659529858	428.0	65.0	212.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IRX6	3.597418694185089	0.0003213909122515947	0.356555	0.11117	0.00133983	0.541059	0.353948	0.126354	0.304664486488613	0.203792086620824	0.134920439441739	121.0	13.0	63.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RNF114	3.5640521515264703	0.00036517335216171856	0.125694	0.110137	0.253767	0.268103	0.194885	0.168915	0.759777852904681	0.207807061135968	0.0002560120421331	43.0	9.0	23.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CDKL1	3.41102075997496	0.0006472016362074568	0.131507	0.10772	0.222152	0.709422	0.234415	0.00247528	0.400930602982358	0.241395319479473	0.0967359314482771	93.0	18.0	43.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR51I1	3.389739812010253	0.0006995898896433123	0.16411	0.0700042	0.0190631	0.116835	0.117772	0.321176	0.419035654868364	0.165308557015387	0.011248915413039	64.0	15.0	39.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PARP9	3.358896181654876	0.0007825446038017831	0.145716	0.0733979	0.047112	0.255248	0.155686	0.101108	0.413964749771442	0.18876768293327	0.0283084397543398	146.0	27.0	82.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FASTKD1	-3.3419932438638518	0.0008317908529510437	-0.174178	0.100145	0.0819896	-0.405527	0.229348	0.0770321	-0.305038213300448	0.133725887864277	0.0225442597767701	164.0	18.0	90.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRK2	3.3382302897074934	0.0008431383924930282	0.059815	0.0524939	0.254509	0.275456	0.105909	0.00929857	0.198642149233156	0.0972951747741926	0.0411868171620675	436.0	58.0	200.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LSR	3.331913867773368	0.0008625094634824377	0.137347	0.0675212	0.0419383	0.389609	0.189903	0.0402064	0.199387817072404	0.11831058046768	0.0919323425032511	172.0	26.0	83.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADORA1	3.3186672575414216	0.0009044813692480448	0.144216	0.121377	0.234768	0.438241	0.297819	0.141156	0.659743667814118	0.213617582461457	0.0020121481610491	45.0	7.0	27.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KBTBD13	-3.3176753028673147	0.0009076993567030996	-0.186484	0.0703107	0.00799485	-0.439713	0.18025	0.0147093	-0.132498228978087	0.202399992886719	0.512702435189976	154.0	16.0	26.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MRPL42	3.2935462107088913	0.0009893207781355368	0.668526	0.192469	0.000513853	0.465214	0.543548	0.392062	0.743514344839041	0.540626140875082	0.16904349327989	39.0	7.0	14.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TESPA1	3.27823600470067	0.0010445802127822734	0.240324	0.0757658	0.00151431	0.201996	0.132179	0.126464	0.161126849024151	0.164761745308085	0.32810475719415	95.0	18.0	52.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CAVIN1	-3.2692788079601005	0.001078220014734059	-0.227574	0.0997477	0.0225192	-0.476505	0.203464	0.0191828	NA	NA	NA	70.0	11.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PPFIBP2	3.265503465542518	0.0010926966840028522	0.171921	0.0643884	0.00758372	0.0678343	0.126006	0.590341	0.338927396665482	0.138472545536282	0.014380546441364	245.0	50.0	115.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PTGDR	-3.2595343720620744	0.0011159525747624953	-0.227435	0.0947827	0.0164155	-0.187093	0.139804	0.180814	-0.346429587044629	0.18157774224614	0.0564059843856792	90.0	15.0	41.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK38L	3.2547639058878204	0.0011348666584197367	0.218251	0.201798	0.279461	1.22117	1.33842	0.36156	2.40301630443648	0.659537369253677	0.0002689684924	44.0	2.0	12.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GDF9	3.2512516172926325	0.0011489812192780479	-0.0241377	0.0870218	0.781492	0.33163	0.188746	0.0789138	0.73143958512651	0.176178717193651	3.30027742344439e-05	80.0	10.0	54.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
