GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
CD53	1.2316884106525825	0.2180655006699156	1.12497	0.913356	0.218066	NA	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CTNNA3	-1.2306454186583782	0.21845551031277355	-0.532152	0.432417	0.218455	NA	NA	NA	25.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RALGAPA2	-1.2301305818057853	0.2186482097002671	-0.580955	0.472271	0.218649	NA	NA	NA	30.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PDZD7	1.2295245669049404	0.21887519273969092	0.272111	0.221314	0.218876	NA	NA	NA	25.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BTN2A2	1.2294034907471958	0.218920562122906	0.502574	0.408795	0.21892	NA	NA	NA	14.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CRIPT	-1.228144216049693	0.21939283516009034	-0.904161	0.736201	0.219393	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IGFN1	-1.228007377077703	0.2194441986914636	NA	NA	NA	-0.529351	0.431065	0.219444	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NT5E	-1.227020847496895	0.2198147554141181	-0.646132	0.526586	0.219815	NA	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CRYL1	1.2254887120491305	0.2203911405425042	0.226686	0.184976	0.220389	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ESPL1	1.2254129006021328	0.2204196887201889	0.373648	0.304916	0.220419	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NR4A1	-1.2248016212589206	0.22064997397980868	-0.901721	0.736218	0.22065	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HYAL4	-1.221586263286999	0.22186412592633598	-0.309258	0.253161	0.221865	NA	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYL5	-1.2212278924222382	0.22199974627258656	-0.899173	0.736286	0.222	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADAT2	-1.2205899498659205	0.22224131344981335	-1.25628	1.02924	0.222242	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CHPT1	1.2201448546232925	0.22240996734218188	0.642693	0.526735	0.22241	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRR5L	-1.2200707304276859	0.22243806311524406	-1.25577	1.02926	0.22244	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RASA2	-1.2192242669205806	0.2227590838584793	-1.25485	1.02922	0.222759	NA	NA	NA	16.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MINAR1	1.219043308341668	0.2228277552860476	0.50095	0.410937	0.222828	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KCP	1.2188151854222502	0.22291434655567666	0.40766	0.330534	0.217449	0.308083	0.628321	0.623902	4.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MTG2	1.218569229050605	0.22300773405254415	0.25089	0.205889	0.223007	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADGRA1	1.2156767653159601	0.22410807849722503	0.208057	0.171145	0.224107	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC39A12	-1.2154932861778822	0.22417800789589815	-1.25101	1.02922	0.224181	NA	NA	NA	14.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC100507291	-1.2144174361013242	0.22458836050098074	-0.574247	0.472858	0.224589	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEZ6	1.213691119465574	0.22486569679293833	0.581744	0.479318	0.224866	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FBXW4	1.213314507894378	0.22500959820863753	0.729583	0.601314	0.22501	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC22A11	1.2125357646332613	0.22530736076637115	0.14536	0.119881	0.225307	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GABRD	-1.211797990913755	0.22558971757575996	NA	NA	NA	-0.325947	0.268978	0.225591	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RXYLT1	-1.211721953399794	0.2256188326005184	-1.24708	1.02918	0.225617	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NBAS	1.2083279698520568	0.22692113397263503	0.272223	0.225289	0.226922	NA	NA	NA	42.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UGT2A2	-1.2082313212325875	0.22695829723559025	-0.429345	0.35535	0.226958	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RAB3IL1	1.208152966372004	0.22698842938001385	0.636339	0.526704	0.226988	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CACNA2D3	1.2077556558230524	0.2271412630270483	0.191387	0.158465	0.227142	NA	NA	NA	23.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRP1B	-1.2068965517241381	0.22747198584012285	-1.24215	1.02921	0.227474	NA	NA	NA	16.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPAG16	-1.2064831871546011	0.22763123792219986	-0.570453	0.472823	0.227631	NA	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FLACC1	1.2055102818665262	0.22800637118893263	0.39852	0.330582	0.228006	NA	NA	NA	14.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ALKBH1	-1.2048177456539348	0.22827366782430591	-0.483403	0.401225	0.228273	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NTSR2	-1.2046053727035577	0.22835568163094822	-0.520881	0.432408	0.228356	NA	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRIM29	-1.204412317981357	0.2284302533662631	-0.886757	0.736257	0.22843	NA	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TENT4B	1.202344122098997	0.2292302288715501	0.850727	0.707557	0.22923	NA	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TSPAN10	1.2015908988878008	0.22952206934314234	0.722662	0.601421	0.229521	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PCDHGC4	-1.2009110657076234	0.22978570132947063	-0.632443	0.526636	0.229786	NA	NA	NA	16.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LTBP1	1.2007933051440793	0.22983138948577542	0.435631	0.362786	0.229831	NA	NA	NA	27.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RMC1	1.2007147950801567	0.22986185301857798	0.570797	0.475381	0.229862	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC25A10	-1.1996288415386558	0.23028352014059617	-1.23467	1.02921	0.230285	NA	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CNGA2	1.1987467633867321	0.23062642863399296	0.720834	0.601323	0.230626	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LY6G6F-LY6G6D	1.1979188700487873	0.2309486027773311	0.526683	0.439665	0.230949	NA	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LEMD1	1.1970636836096935	0.2312817336700992	0.459287	0.383678	0.231281	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
VPS53	1.196909307554727	0.2313419059544607	0.48919	0.408711	0.231342	NA	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
H3C8	-1.1966466634978477	0.23144430420162188	-0.725053	0.605904	0.231444	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRAK2	1.1960723521254883	0.23166832576831797	0.351058	0.293509	0.231669	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FRK	1.1959727160721165	0.2317072064602963	0.629987	0.526757	0.231708	NA	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GALNS	-1.1952779137452494	0.23197846600511451	-0.881533	0.737513	0.231979	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DPEP2	-1.1940058400475857	0.23247568360140325	-0.176646	0.147944	0.232475	NA	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TP53TG5	-1.1934499810552701	0.23269319040735126	-1.22843	1.02931	0.232692	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYH4	-1.1927211985455437	0.23297858061439425	NA	NA	NA	-0.621923	0.521432	0.232979	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CYFIP1	1.1920483908633006	0.23324227147458942	0.627865	0.526711	0.233242	NA	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPINT1	1.1918934783020319	0.23330301570652967	0.566532	0.475321	0.233303	NA	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NRIP3	1.1882956761096457	0.23471694063924686	0.455873	0.383636	0.234717	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FIGNL1	-1.1882938908743	0.23471764373418735	-0.422284	0.35537	0.234718	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NT5DC1	-1.188224943589134	0.23474479899118728	-0.719854	0.605823	0.234745	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GPR142	1.1872300944669365	0.2351368733153374	0.140758	0.11856	0.235139	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYO1A	1.1871036430125443	0.23518674156571506	NA	NA	NA	0.282095	0.237633	0.235186	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FMR1	1.187097155697475	0.23518930014902473	1.08405	0.913194	0.235188	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PCDHGA9	1.1865602799415587	0.23540111110299078	0.0920963	0.0776162	0.235401	NA	NA	NA	125.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCSTAMP	1.1858578415106085	0.23567844451683106	0.518176	0.436963	0.235678	NA	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRSS16	1.1857938326065325	0.23570372769776304	0.563692	0.475371	0.235704	NA	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KRTAP9-9	1.1848048735574577	0.23609460523620762	0.624109	0.526761	0.236095	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLIRP	1.184408114663912	0.23625154956553662	0.562993	0.475337	0.236252	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UFL1	1.1838590525860426	0.2364688615396987	0.39134	0.330563	0.236469	NA	NA	NA	18.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CAT	-1.183471378969216	0.2366223830623978	-1.22023	1.03106	0.236624	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC125	1.1831409431441726	0.2367532936272314	0.483571	0.408718	0.236754	NA	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
COL6A5	1.1828181198065235	0.23688123774574465	NA	NA	NA	0.152593	0.129008	0.23688	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CADPS2	-1.1816057338270842	0.23736217736597898	-0.558714	0.472843	0.237362	NA	NA	NA	24.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CIDEB	1.1806498214626435	0.2377418629457979	0.346516	0.293496	0.237741	NA	NA	NA	20.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC103	-1.1797284190106694	0.23810824710385725	-1.2163	1.031	0.238108	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZBTB4	1.1795719611578206	0.23817050018467145	0.621093	0.526541	0.238171	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
VPS13D	-1.1795615907398878	0.2381746268806494	-0.714556	0.605781	0.238174	NA	NA	NA	30.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CNTNAP3	-1.1791023868342598	0.23835740830401975	-0.715464	0.606787	0.238357	NA	NA	NA	14.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ST3GAL5	1.1788035349585844	0.2384764164159614	0.621055	0.526852	0.238476	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIF1B	-1.1781183317167798	0.23874943478175148	-1.21464	1.031	0.238746	NA	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RIMBP2	1.177196892941574	0.23911692851629385	0.697136	0.5922	0.239117	NA	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LSM8	-1.17675693007258	0.23929253781962667	-1.21113	1.02921	0.239289	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM217B	-1.17584306892381	0.2396575922476013	-0.253734	0.215789	0.239658	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PIK3AP1	-1.1757229477611941	0.23970560548385056	-0.867138	0.737536	0.239705	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NUDT12	-1.1746973411583481	0.24011582349234484	-0.866297	0.737464	0.240116	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CDC34	-1.174563059999604	0.24016956933913347	-0.711555	0.605804	0.240169	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
AFAP1L1	1.1731007159557143	0.2407554194463778	0.515803	0.439692	0.240755	NA	NA	NA	16.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK25	-1.1730966635252322	0.24075704434462974	-0.865106	0.737455	0.240757	NA	NA	NA	17.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRSS27	1.1728986513497024	0.24083645046254953	0.557467	0.47529	0.240837	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NUCB1	-1.1722387731828332	0.24110120554566883	-0.864471	0.737453	0.241101	NA	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCZ1	1.1714237301390753	0.24142849839792935	0.449364	0.383605	0.241428	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SMC1B	-1.171054163110111	0.2415770066376246	-1.20731	1.03096	0.241577	NA	NA	NA	14.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRC17	-1.168927788747369	0.2424327263692554	-0.861958	0.737392	0.242433	NA	NA	NA	17.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RADIL	-1.1680713018009719	0.2427780051469024	-1.20441	1.03111	0.242781	NA	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SIRPG	1.1670501610676485	0.2431901130763484	0.21556	0.184705	0.24319	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DUSP18	1.1664702416028285	0.24342437345097911	0.126688	0.108608	0.243422	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RIPPLY3	-1.165339061427847	0.24388177360011354	-0.859342	0.737418	0.243882	NA	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MIB1	-1.165263957404694	0.24391216376314218	-0.303768	0.260686	0.243911	NA	NA	NA	79.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	53843	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
