COHORT: META-GROUP1; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
RNF114	3.214317511275445	0.0013075499915083685	2.8835416977790955	0.750554	0.0002560120421331	0.025807	6.0	23.0	41.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	META-GROUP1
TMEM139	-3.2112421092576207	0.001321625357485091	2.878891637313189	0.185743	0.0166045242260591	0.0652694	5.0	29.0	47.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	META-GROUP1
 
COHORT: META-GROUP1; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.01; NUMVAR >= 4
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	10.146687636735146	3.428013324190396e-24	23.46495749870592	1.21058e-05	2.25118087878369e-07	1.04386e-15	17.0	21.0	101.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
ZNF184	3.869271201567975	0.00010916116561300971	3.9619318356203577	0.0378721	0.0093258010635777	0.0427985	6.0	34.0	94.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
P2RY10	3.8024854264668497	0.00014325169571286064	3.8439002284573993	NA	NA	0.000143249	NA	NA	22.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
NUP210	3.6134466919058665	0.00030215349959179913	3.5197723713158866	0.089809	0.0153476659529858	0.0325008	65.0	212.0	428.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
IRX6	3.597418694185089	0.0003213909122515947	3.4929664076435665	0.126354	0.134920439441739	0.00133983	13.0	63.0	121.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
RNF114	3.5640521515264703	0.00036517335216171856	3.437500921804139	0.168915	0.0002560120421331	0.253767	9.0	23.0	43.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
CDKL1	3.41102075997496	0.0006472016362074568	3.188960393443109	0.00247528	0.0967359314482771	0.222152	18.0	43.0	93.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
OR51I1	3.389739812010253	0.0006995898896433123	3.155156475499604	0.321176	0.011248915413039	0.0190631	15.0	39.0	64.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
PARP9	3.358896181654876	0.0007825446038017831	3.10649089897907	0.101108	0.0283084397543398	0.047112	27.0	82.0	146.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
FASTKD1	-3.3419932438638518	0.0008317908529510437	3.0799858598002867	0.0770321	0.0225442597767701	0.0819896	18.0	90.0	164.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
STK38L	3.3410935029825644	0.000834491144489029	3.0785782676365683	NA	0.0002689684924	0.279461	NA	12.0	44.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
LRRK2	3.3382302897074934	0.0008431383924930282	3.0741011345530316	0.00929857	0.0411868171620675	0.254509	58.0	200.0	436.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
LSR	3.331913867773368	0.0008625094634824377	3.0642361311350883	0.0402064	0.0919323425032511	0.0419383	26.0	83.0	172.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
ADORA1	3.3186672575414216	0.0009044813692480448	3.043600374427274	0.141156	0.0020121481610491	0.234768	7.0	27.0	45.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
KBTBD13	-3.3176753028673147	0.0009076993567030996	3.0420579723439456	0.0147093	0.512702435189976	0.00799485	16.0	26.0	154.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
MOB1A	3.2948064487954896	0.0009848949102425	3.0066101068999753	NA	0.197679723565431	0.000747936	NA	13.0	17.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
MRPL42	3.2935462107088913	0.0009893207781355368	3.00466286958948	0.392062	0.16904349327989	0.000513853	7.0	14.0	39.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
TESPA1	3.27823600470067	0.0010445802127822734	2.9810582051512005	0.126464	0.32810475719415	0.00151431	18.0	52.0	95.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
CAVIN1	-3.2692788079601005	0.001078220014734059	2.9672926107304565	0.0191828	NA	0.0225192	11.0	NA	70.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
PPFIBP2	3.265503465542518	0.0010926966840028522	2.9615003748710227	0.590341	0.014380546441364	0.00758372	50.0	115.0	245.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
PTGDR	-3.2595343720620744	0.0011159525747624953	2.9523542614527374	0.180814	0.0564059843856792	0.0164155	15.0	41.0	90.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
GDF9	3.2512516172926325	0.0011489812192780479	2.9396870700328375	0.0789138	3.30027742344439e-05	0.781492	10.0	54.0	80.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
USP25	3.233172260113082	0.0012242371819794053	2.9121344344404414	0.483847	0.0284267273076025	0.00675804	17.0	72.0	168.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
STIMATE	3.23108432534636	0.001233215516677579	2.9089610194912194	0.0973217	NA	0.0035973	6.0	NA	44.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
IPP	-3.2306816931112032	0.001234953855189621	2.908349269781581	0.884062	0.0191104176431278	0.00189316	12.0	51.0	107.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	META-GROUP1
 
COHORT: META-GROUP1; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	6.7102726397400945	1.9426110779353312e-11	10.711614138985139	0.0143439	0.0936823087648858	6.49434e-14	8.0	17.0	76.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
STK38L	4.335108106758467	1.456885061702754e-05	4.836574709751808	NA	5.51846481277504e-05	0.0358825	NA	9.0	38.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
MET	-3.952315537583309	7.739858821897636e-05	4.111266960948891	0.0153646	0.0858891855021408	0.00684168	18.0	68.0	144.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
MRPL42	3.926488023727409	8.619518201563566e-05	4.064517008914284	NA	0.0830805354961692	0.00013356	NA	12.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
SORCS3	-3.8779318344307923	0.00010534822337063665	3.977372784088486	0.00978415	0.0719869391006683	0.0195842	24.0	71.0	188.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
CFAP52	-3.78953769035126	0.0001509279113678353	3.82123043794399	0.0133666	0.0732220056477578	0.0215405	8.0	51.0	82.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
NCAPD3	3.477178311592716	0.0005067207033782083	3.29523135112826	0.491327	2.79785222179167e-05	0.252159	22.0	74.0	209.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
BOLA1	3.41283942417365	0.0006428981123402132	3.1918578494001713	0.140081	0.0008451693777209	0.272133	4.0	14.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
XKR7	-3.394636792032933	0.000687197006352475	3.162918741096827	0.000236693	0.710172471801354	0.0669764	13.0	31.0	104.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
TNFRSF17	3.3941019640487653	0.00068854051180262	3.1620705019797124	0.615879	0.0183246256400527	0.00254396	4.0	12.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
ANKRD29	-3.3456821976550093	0.0008208041332854824	3.085760465270079	0.0494504	0.0461489375085295	0.0663308	10.0	31.0	62.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
ITIH5	3.3258141753329706	0.0008816068227692351	3.054725057467376	0.004312	0.0390905427623405	0.399312	25.0	70.0	157.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
ADM	3.312440779709313	0.0009248570416571016	3.0339253924692278	NA	0.10107575407841	0.00232806	NA	11.0	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
RECK	-3.310975615099875	0.0009297130988091396	3.0316510501850216	0.16886	0.0123457638021058	0.0633388	17.0	49.0	145.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
LARP7	-3.2829574210493178	0.0010272418001065725	2.9883273167807967	0.0649717	0.0454879096377579	0.0656688	6.0	29.0	102.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
NTMT1	3.26534752991713	0.0010932984720847024	2.9612612588335536	0.00586415	0.0414372306177388	0.389053	9.0	16.0	83.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
RASAL1	3.2642412028457772	0.0010975768283064257	2.9595650702277774	0.19106	0.154689495365651	0.00346429	19.0	63.0	147.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
SKP2	3.2481672763699736	0.0011615096430764263	2.9349771802524707	NA	0.000418117703935	0.286772	NA	17.0	55.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
IL31RA	3.243840198659463	0.0011792988808467365	2.92837611360501	0.318548	0.0496754611079914	0.0078537	6.0	25.0	63.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
ENDOU	-3.234108387110959	0.0012202313741308999	2.9135578127834325	0.0503348	0.395832509485096	0.00518271	11.0	27.0	55.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
WDR92	-3.2142284166210913	0.0013079558026661113	2.8834069310748434	0.0453871	0.216544695775095	0.0197858	6.0	21.0	53.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
PRB1	3.1975050981391795	0.0013862196097160604	2.858167961836321	NA	NA	0.00138626	NA	NA	28.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
GDF9	3.1873347084778283	0.0014359050354217947	2.8428742815115906	0.0787451	0.0150169769445698	0.183308	5.0	33.0	40.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
C9orf43	3.1848306276802028	0.0014483875228151865	2.8391152250838676	0.00262218	0.161837073429235	0.267649	5.0	17.0	42.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
HNRNPM	3.1839481197139667	0.0014528104817658966	2.83779103545524	0.1513	0.0685751072920194	0.0239085	17.0	37.0	147.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	META-GROUP1
 
COHORT: META-GROUP1; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.01; NUMVAR >= 4
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	9.686543152273117	3.4397416089690564e-22	21.46347418010686	2.17967e-05	2.95295141531058e-07	1.30653e-13	10.0	19.0	78.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
STK38L	4.335108106758467	1.456885061702754e-05	4.836574709751808	NA	5.51846481277504e-05	0.0358825	NA	9.0	38.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
MRPL42	3.926488023727409	8.619518201563566e-05	4.064517008914284	NA	0.0830805354961692	0.00013356	NA	12.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
SORCS3	-3.7327017877403885	0.00018943682677179308	3.7225355896987407	0.00978415	0.0719869391006683	0.0372816	24.0	71.0	189.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
HIVEP2	3.6501864273122586	0.00026205004435673026	3.581615762449151	0.260367	0.0188768583541468	0.00438805	25.0	90.0	253.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
TMEM151A	-3.561796466733441	0.0003683258818109019	3.4337677627287824	0.000172228	NA	0.200355	11.0	NA	88.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
MYOM3	-3.5463819934924876	0.00039055961922443525	3.408312661341489	0.00687017	0.043320781563301	0.155948	49.0	130.0	234.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
DCDC2C	3.5320717027836452	0.00041231753944467176	3.3847681904908566	6.9745e-05	0.873817608306816	0.0475066	9.0	8.0	47.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
CGN	3.5066962736250664	0.00045370669500589844	3.3432248121321204	0.0118721	0.0911982488128765	0.0616586	36.0	112.0	231.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
MIER2	-3.4814129293281972	0.0004987759140961757	3.3020945267806727	0.00226177	0.0031390521015556	0.981908	15.0	38.0	87.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
LRRK2	3.46556892212743	0.0005291108906580237	3.2764532993184297	0.00415788	0.0072294240094887	0.652323	49.0	118.0	357.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
NAALADL1	3.437981981864278	0.0005860666942496901	3.232052958561345	0.0349575	0.0021561707136018	0.436526	26.0	67.0	133.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
XKR7	-3.394636792032933	0.000687197006352475	3.162918741096827	0.000236693	0.710172471801354	0.0669764	13.0	31.0	104.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
TNFRSF17	3.3941019640487653	0.00068854051180262	3.1620705019797124	0.615879	0.0183246256400527	0.00254396	4.0	12.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
ANKRD29	-3.3456821976550093	0.0008208041332854824	3.085760465270079	0.0494504	0.0461489375085295	0.0663308	10.0	31.0	62.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
ADM	3.312440779709313	0.0009248570416571016	3.0339253924692278	NA	0.10107575407841	0.00232806	NA	11.0	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
TAP1	3.302260405344799	0.0009590898556589386	3.0181407025386724	0.00349938	0.42100556237562	0.0460516	12.0	29.0	90.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
TMEM209	3.271587570394918	0.001069454624004344	2.97083763742493	0.00617103	0.241969501128421	0.0787594	15.0	43.0	100.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
NTMT1	3.26534752991713	0.0010932984720847024	2.9612612588335536	0.00586415	0.0414372306177388	0.389053	9.0	16.0	83.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
SKP2	3.2481672763699736	0.0011615096430764263	2.9349771802524707	NA	0.000418117703935	0.286772	NA	17.0	55.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
IL31RA	3.243840198659463	0.0011792988808467365	2.92837611360501	0.318548	0.0496754611079914	0.0078537	6.0	25.0	63.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
HNRNPM	3.2331682302483307	0.001224254452513606	2.912128307813258	0.0573162	0.170042738106947	0.0199628	19.0	39.0	150.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
WDR92	-3.2142284166210913	0.0013079558026661113	2.8834069310748434	0.0453871	0.216544695775095	0.0197858	6.0	21.0	53.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
PHF23	3.202415029555674	0.0013628049812331193	2.865566287697275	0.000736983	0.199771523381866	0.373951	9.0	28.0	68.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
PRB1	3.1975050981391795	0.0013862196097160604	2.858167961836321	NA	NA	0.00138626	NA	NA	28.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	META-GROUP1
 
