GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
SIGLEC10	0.9565680871381645	0.3387853028823138	0.4700754384108684	0.857408	0.927448058301283	0.0809071	21.0	75.0	137.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
DYNLL1	-0.9564759029150758	0.33883185304430175	0.4700157690877468	NA	0.812907554382923	0.264429	NA	5.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
LRRC6	-0.9564545081098571	0.33884265734155095	0.4700019210040291	0.201667	0.625698606743489	0.914012	12.0	39.0	84.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
EEF1E1-BLOC1S5	-0.9564297544811555	0.33885515810807776	0.4699858990727228	0.770427	0.198068544479185	0.93807	7.0	7.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TPSB2	0.9563856281573501	0.3388774429636937	0.46995733857611344	NA	0.136588830580523	0.891757	NA	12.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RP11-33O4.2	-0.9563444402951096	0.33889824467411545	0.46993068058817455	NA	0.338898244674115	NA	NA	6.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
DERL1	0.9561372411491778	0.33900290192807736	0.4697965841392284	NA	0.126134717671432	0.85924	NA	20.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PRKCH	0.9560021522912772	0.33907114710633857	0.469709164470307	0.339402	0.875154521225536	0.586865	11.0	38.0	89.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
COG8	0.9559740470344584	0.3390853466333963	0.4696909775877669	0.689874	0.91306138552114	0.171958	18.0	74.0	192.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
DXO	-0.9559245197157089	0.33911037008733	0.46965892917549135	0.595026	0.58682747469106	0.56144	9.0	23.0	78.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
C7orf69	0.9558952026385367	0.3391251829662679	0.46963995891786947	0.725223	NA	0.31714	20.0	NA	81.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CIPC	0.9556728498438158	0.3392375434582291	0.4694960903349179	0.472779	0.945387504755098	0.314508	9.0	29.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
STARD5	0.9556358132200482	0.33925626132109354	0.4694721282456553	0.0858779	0.971685984451538	0.922061	9.0	13.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CPEB4	-0.9555811101972658	0.33928390878079273	0.4694367371524771	0.743612	0.275924417593515	0.372034	4.0	34.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PLAA	-0.9555636168682113	0.33929275039080165	0.46942541975042285	0.458845	0.895117522129035	0.0114822	12.0	63.0	134.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
C4orf46	0.9555119232419791	0.3393188786360485	0.4693919769025471	NA	0.365982967487439	0.654676	NA	9.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MTMR2	0.9555001876192328	0.33932481051864005	0.46938438474802463	0.107026	0.088591414082104	0.080785	11.0	43.0	77.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
BCAS4	-0.955499800990823	0.339325005944794	0.46938413462639134	0.898296	0.467460860127895	0.423393	13.0	17.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PABPC4L	0.9554734570183483	0.33933832200443337	0.46936709203403465	0.932413	0.942168167846011	0.0699424	5.0	31.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GGA2	-0.9554095736670393	0.33937061444573	0.4693257652492534	0.419744	0.0709900443282702	0.511733	22.0	70.0	127.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MTRNR2L3	-0.9554014126492087	0.3393747399064966	0.46932048590602177	NA	0.815696788140263	0.113143	NA	5.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ARL1	0.9552550906742028	0.3394487123112493	0.4692258344698658	0.870705	0.196272740498752	0.599534	4.0	10.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SEPT12	0.9552299203934969	0.3394614380738078	0.46920955329199654	NA	0.339461438073808	NA	NA	53.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TMEM19	-0.955219000619442	0.33946695906297686	0.46920248999889846	0.745899	0.257816927856753	0.842364	7.0	29.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
LOXL1	0.9551625694612017	0.3394954913232481	0.46916598900184836	0.760875	0.487844847382798	0.511622	17.0	17.0	108.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PVR	0.9551113685116591	0.3395213804589624	0.46913287197853226	0.712452	0.330567332565043	0.75446	13.0	39.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
BBS4	0.9550668945894041	0.33954386918285817	0.46910410676428604	0.56878	0.118431851342864	0.507531	20.0	44.0	121.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
UCHL5	0.954842047357447	0.3396575802609749	0.46895868865818746	0.851848	0.966031835343972	0.154305	14.0	30.0	77.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GABRQ	-0.9548211541151207	0.33966814775541665	0.46894517701175725	NA	0.640569810042859	0.37701	NA	4.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
HECTD1	0.9547964096363409	0.3396806634212577	0.4689291749682612	0.496372	0.70459311751782	0.0506024	37.0	136.0	297.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ALG1L	0.954552936673639	0.33980382691394306	0.4687717343597063	0.418502	0.24691019543954	0.753844	21.0	28.0	93.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
NFIC	-0.9545374477351154	0.339811663133439	0.46876171920573745	0.721888	0.383719469941259	0.669885	16.0	42.0	89.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
USP42	-0.9544979054417329	0.33983166903818984	0.46873615151859926	0.457407	0.759663054866973	0.545716	55.0	96.0	314.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TNFRSF13B	-0.9544384854379254	0.33986173322972013	0.4686977321005221	0.476925	0.81713041519505	0.477308	21.0	47.0	75.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ZNF391	-0.954436247847719	0.3398628653959215	0.4686962853571356	0.545187	0.782205508837122	0.0475157	15.0	30.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
UBXN10	-0.954189272705192	0.33998784367051393	0.46853661096126936	0.407789	0.795413317838926	0.278275	7.0	29.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ZCCHC17	-0.9541221886019652	0.34002179571838553	0.46849324337881726	0.511973	0.818647454921573	0.220158	4.0	18.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
WFDC11	0.9541216207902012	0.34002208310382365	0.4684928763145326	0.224281	0.492065243842839	0.0291991	5.0	6.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
H1-4	-0.9540336836640796	0.3400665924256874	0.4684360303366424	0.236362	NA	0.868881	13.0	NA	121.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ZNF395	-0.9540315282282402	0.3400676834450883	0.4684346370126407	0.145365	0.445003759395274	0.570414	11.0	35.0	98.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SLC8B1	-0.9540175414138383	0.3400747632212966	0.468425595648569	0.911656	0.832959373020969	0.183337	23.0	60.0	114.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
HS6ST1	0.9539364479045013	0.34011581259255286	0.46837317647053933	0.745243	0.648436605340604	0.383529	9.0	39.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CALCOCO1	0.9539077661043022	0.3401303320223208	0.46835463698074	0.713199	0.269049949724893	0.857623	18.0	69.0	111.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
LIPT2	0.9538548551954716	0.3401571178626943	0.4683204369005376	0.579942	0.0907079824903845	0.607307	13.0	16.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
OGDH	-0.9536340545459713	0.3402689115014361	0.4681777281893506	0.323122	0.812038295287334	0.670197	17.0	68.0	145.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TIMM17A	-0.9536232272739917	0.3402743940660652	0.46817073069912285	NA	0.732103227179112	0.314272	NA	11.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
H2AC11	-0.9535566076044648	0.34030812926105825	0.4681276763786217	NA	NA	0.340307	NA	NA	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
EME1	-0.9535420837504078	0.34031548420605084	0.4681182902451937	0.299285	0.211319952283429	0.149979	19.0	46.0	105.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RP11-345F18.1	0.9535420675849552	0.3403154923923656	0.4681182797982072	NA	0.340315492392366	NA	NA	9.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RP11-96O20.4	-0.9534722913536052	0.34035082881036094	0.46807318747945614	NA	0.34035082881036	NA	NA	22.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GAN	0.9533201790162853	0.34042787042808986	0.46797489195511954	0.592576	0.210046181119289	0.350888	10.0	45.0	117.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ARHGEF25	0.9533086478464777	0.3404337111724566	0.4679674407987692	0.993342	0.491960881259808	0.330888	19.0	60.0	108.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PKP3	-0.9532899764385088	0.3404431687116932	0.46795537589474767	0.899374	0.240968319504035	0.724745	49.0	106.0	283.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
FOXO1	-0.9531037301010062	0.3405375163951949	0.46783503568691676	0.0814744	0.602799684249181	0.66792	8.0	37.0	96.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
FBXL3	0.9529385566092288	0.34062120312199073	0.46772832139904974	NA	0.31614777119978	0.729903	NA	15.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
FCGBP	0.9527471268887174	0.34071820929863506	0.4676046554353793	0.172593	0.233088659678958	0.364853	89.0	261.0	596.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
OPRM1	-0.9526899477773031	0.3407471879960534	0.4675677194781346	0.0142587	0.578549408781009	0.806395	40.0	81.0	185.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CAPZB	-0.9526688939517121	0.34075785859171726	0.46755411963514293	NA	0.115463372115649	0.820558	NA	18.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
UBXN1	-0.9523967338989333	0.3408958152532321	0.4673783300224566	0.761869	0.0731100996641826	0.8725	6.0	24.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ROBO4	-0.9523704711430234	0.34090912961379904	0.46736136812340157	0.0356539	0.140191748202919	0.0228858	42.0	119.0	210.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MMP23B	0.9523359119407537	0.340926650509485	0.4673390482964347	NA	0.472025962111455	0.0388294	NA	4.0	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ENKUR	-0.9523251174514974	0.340932123240113	0.4673320768331222	0.343098	0.0138343065470952	0.891822	27.0	27.0	159.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CHST13	0.9520072115390071	0.34109332454274555	0.4671267799846243	0.752659	0.196530514245	0.966268	5.0	4.0	90.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ZNF780A	-0.9516097791118664	0.3412949201740566	0.4668701757025924	0.932053	0.124596448163216	0.843253	21.0	57.0	111.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SOX5	-0.9515979776449424	0.34130090757558285	0.4668625568589425	0.506591	0.269255708553396	0.227204	9.0	41.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TAPT1	-0.9515660937892831	0.3413170839895192	0.46684197337770506	0.779515	0.596418830292102	0.401665	7.0	32.0	78.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
OR2Y1	0.9515487740687675	0.34132587143136095	0.46683079231307434	0.581518	0.392988216724793	0.808198	13.0	38.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
VWA3B	0.9515006951749786	0.34135026579895367	0.4667997546404159	0.439322	0.981303425036556	0.394615	32.0	117.0	232.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PCM1	-0.95149527600766	0.34135301545714936	0.46679625630837535	0.160303	0.617624679805178	0.798546	65.0	271.0	490.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
NR1I2	0.9513740751332782	0.3414145158747066	0.4667180179891044	0.299806	0.366937355176348	0.130228	19.0	46.0	104.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
LRFN2	0.9513716308067287	0.34141575626134957	0.46671644016487357	0.23829	0.380323995345886	0.682728	17.0	79.0	152.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RNF149	0.9512241335729432	0.3414906098637932	0.46662123382844267	0.181757	0.303821841338188	0.473951	10.0	25.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MARVELD2	0.9509937303090814	0.3416075585947397	0.46647252844067544	0.0383088	0.569825511085395	0.885547	17.0	53.0	89.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ZNF165	0.9509111006612321	0.34164950622526435	0.4664192026122964	0.859328	0.461533314579218	0.276626	12.0	42.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SEPP1	0.9507547255094309	0.34172890039785486	0.46631829087475163	NA	0.341728900397856	NA	NA	34.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PDCD2L	-0.9507445266931361	0.34173407891052443	0.46631170968587965	0.850836	0.583325747625899	0.0171571	12.0	34.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TNFRSF25	0.9507309056928692	0.34174099513679246	0.46630292025370296	0.0468757	0.65371815959421	0.42993	13.0	32.0	102.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
HYLS1	0.9505589478623147	0.34182831649049983	0.4661919638908919	0.923151	0.617116129693519	0.293714	21.0	31.0	129.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
H2BC9	-0.9505217548577853	0.3418472052282999	0.4661679663238058	NA	NA	0.341848	NA	NA	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
DECR2	0.9503656125644799	0.34192651051372147	0.46606722583844973	0.579189	0.125580905312178	0.659752	21.0	36.0	125.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
C4orf19	-0.9502619176747148	0.3419791840597287	0.46600032822200943	0.0624617	0.678135784957959	0.843121	9.0	27.0	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
APOBR	-0.9502476555431072	0.34198642915302513	0.4659911274552492	0.596608	0.212699522640461	0.896895	44.0	109.0	203.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
LTN1	0.9502367196325934	0.34199198460873925	0.46598407254324425	0.519564	0.576987339062716	0.657007	33.0	123.0	260.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MYOZ2	-0.9500689057327097	0.34207724151205	0.4658758185787919	0.462035	0.118077976945725	0.413257	5.0	13.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MAST1	0.9499467617439719	0.34213930462322995	0.46579703163059144	0.140342	0.695006312266866	0.824913	12.0	69.0	171.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MAP2K1	-0.9499146554248231	0.3421556194994114	0.465776322838373	NA	0.754095106152546	0.302946	NA	12.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
COG4	-0.9498616902116733	0.3421825349426324	0.46574216069675045	0.507998	0.704775738917107	0.0538195	18.0	74.0	161.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PI4KB	-0.9498002208316185	0.3422137736638764	0.465702514649287	0.64574	0.325301761577878	0.84008	11.0	46.0	110.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
WISP3	0.949684840141243	0.3422724150222831	0.4656281008222425	NA	0.342272415022282	NA	NA	27.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TENM2	-0.9495144363362502	0.3423590332135805	0.46551820869616334	0.335151	0.271586274388269	0.131304	67.0	254.0	507.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SPDYE1	-0.9494420238587221	0.34239584554267155	0.46547151347163374	0.630124	0.558530391814433	0.563328	17.0	29.0	83.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
JAKMIP1	0.9494038014052568	0.34241527771080016	0.4654468664321644	0.529129	0.504419426820128	0.728197	15.0	64.0	136.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SPRR2E	0.9493608449215999	0.34243711748571803	0.4654191673431269	NA	0.195495057031777	0.961632	NA	8.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CEP89	0.9492900065794726	0.34247313479639174	0.46537349093737623	0.526351	0.790652305719609	0.010982	15.0	80.0	144.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PPIAL4E	0.9492859239726628	0.34247521064603226	0.4653708585343632	NA	NA	0.342475	NA	NA	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PPIAL4F	0.9492859239726628	0.34247521064603226	0.4653708585343632	NA	NA	0.342475	NA	NA	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PPIAL4D	0.9492859239726628	0.34247521064603226	0.4653708585343632	NA	NA	0.342475	NA	NA	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TAF4B	-0.9491170948370968	0.34256106085881155	0.46526200510447535	0.917689	0.106087300497707	0.93985	21.0	79.0	125.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RP5-862P8.2	-0.9490837517928713	0.3425780175416221	0.46524050817338597	NA	0.342578017541621	NA	NA	66.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MPP5	-0.94898865472998	0.34262638232218023	0.4651791992928419	0.980696	0.340646947159634	0.50502	12.0	47.0	88.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MAGOH	-0.9488178051835436	0.3427132845180719	0.4650690607843931	NA	NA	0.342713	NA	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GLTP	0.9486534433533736	0.34279690004937313	0.4649631141045534	0.22182	0.640443548716762	0.0164964	4.0	23.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
OR8U8	0.9484229051035603	0.3429142033747521	0.4648145262016784	NA	NA	0.342914	NA	NA	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
OR8U1	0.9484229051035603	0.3429142033747521	0.4648145262016784	NA	NA	0.342914	NA	NA	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
DIRAS2	0.9484071136926024	0.3429222393576139	0.4648043488975976	NA	0.657195409332031	0.0742553	NA	13.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SLC39A8	0.9483496323739026	0.3429514916481917	0.4647673038620046	0.413812	0.0710287733983274	0.327129	8.0	32.0	74.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MIR548AI	-0.9482527126936714	0.34300081776468216	0.46470484453371463	0.334237	NA	0.707352	25.0	NA	233.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GLYATL2	-0.9482022497201844	0.34302650208851926	0.4646723252453532	0.72129	0.96418348003041	0.183352	9.0	32.0	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TMEM200B	0.9478138999850406	0.34322420299288225	0.4644220947870915	0.735919	0.176604151125292	0.962605	8.0	17.0	67.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
BMP10	0.9477581239462397	0.34325260341050534	0.4643861601581297	0.234339	0.513421921893984	0.840533	10.0	35.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
AGR3	-0.9474030832814543	0.343433420592799	0.4641574445484524	NA	0.394485666636625	0.625324	NA	18.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CAP1	0.9473670649372277	0.3434517676240836	0.4641342441225741	0.915162	0.608169345982752	0.216931	10.0	38.0	67.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SMIM29	0.9472961975774391	0.3434878678814791	0.46408859777524963	0.329112	NA	0.716027	8.0	NA	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TLR3	-0.9472896390899285	0.3434912089368112	0.4640843734780522	0.747043	0.130502112147898	0.846245	20.0	70.0	142.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CUL5	0.9472178319226172	0.34352779063705274	0.4640381237219947	NA	0.0826351362383806	0.692083	NA	15.0	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
IGFBP7	-0.9471829904988025	0.3435455412732299	0.46401568360392964	0.873247	0.335863229851632	0.40218	5.0	9.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CCL18	0.9471302374334283	0.3435724184560315	0.4639817080338823	NA	0.628704659764459	0.392056	NA	6.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
IRAK1	-0.9467371354470063	0.34377274245068423	0.4637285612515029	NA	NA	0.343773	NA	NA	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PSMC3IP	-0.9467213541929861	0.34378078610339347	0.4637183996747207	0.51134	0.595853850389927	0.650806	6.0	13.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
REC8	-0.9464422444228852	0.343923067283499	0.4635386946113396	0.889298	0.441704457300811	0.464916	11.0	41.0	118.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
BEND6	0.9463146653407447	0.34398811551265374	0.4634565616622898	0.468807	0.472784945840906	0.844071	6.0	21.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PROB1	-0.9462935050456694	0.34399890518581977	0.46344293961601	0.334727	0.939395062344627	0.549599	39.0	84.0	213.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CPXCR1	0.9462686699228428	0.3440115689359713	0.46342695207797535	NA	NA	0.344011	NA	NA	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GBAS	-0.9462448735661915	0.3440237032850215	0.46341163344229686	NA	0.344023703285021	NA	NA	18.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SLC29A3	0.946189800053288	0.3440517876752507	0.46337618124011515	0.54283	0.824112349416475	0.0135247	18.0	52.0	92.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
BRMS1L	-0.9461224044109935	0.3440861576488895	0.46333279839803143	NA	0.667443489954321	0.363689	NA	14.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ZNF764	-0.9461009561913084	0.3440970961265645	0.4633189924227509	0.153306	0.344413281374906	0.462501	22.0	53.0	102.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CCL19	0.9460717165105441	0.34411200856540947	0.46330017142820434	0.469614	0.380905881347322	0.968644	4.0	6.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SNW1	-0.945921417583431	0.34418866856489594	0.4632034316863923	0.870773	0.271710455834198	0.482724	8.0	39.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RHOQ-AS1	-0.9458375404870246	0.344231454834278	0.46314944767260136	NA	NA	0.344232	NA	NA	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ZKSCAN7	-0.9457588572194572	0.3442715947824966	0.4630988086578731	0.122743	0.738788867515159	0.668506	13.0	50.0	125.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RUNX1T1	0.9457311725544953	0.3442857187118923	0.4630809918560471	0.8453	0.394257287706957	0.554511	9.0	49.0	91.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CPNE8	0.9457250747718081	0.3442888296770452	0.463077067589597	0.907322	0.488461344450043	0.288372	6.0	40.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MARVELD3	0.9456930752385262	0.3443051554845432	0.4630564742987373	0.049749	0.554890217619225	0.789993	20.0	71.0	148.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GAREM1	0.945691813951004	0.34430579898958946	0.4630556626047355	0.925821	0.878248641861351	0.0595279	19.0	65.0	152.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
OSGIN2	0.9454938325001645	0.3444068180380008	0.46292825963716355	0.62501	0.0372209938323772	0.965643	14.0	39.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CITED1	-0.9454154674041796	0.34444680866188415	0.46287783468002675	NA	NA	0.344447	NA	NA	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
HEXA	-0.9454026442376733	0.3444533527556276	0.46286958366206776	0.315787	0.405673240193915	0.843674	16.0	43.0	81.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
